"PicCount","Pics","ML #","Prop Type","Status","Address","S/A","DOM","Tot BR","Yr Blt","Lot Sz(SF)","TypeDwel","Area","P.I.D.#","Postal Code","Frontage - Feet","Access to Property","Permitted Land Use","Sold Price","SP/LP Ratio","Sold Price per SqFt","Sold Date","Type","Total Baths","Zoning","List Price"
"6","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260778755/0/60/45/9a91e24e66b0b2a6d651f4a08191bde7/13/a890e1b94f0aaa1d922bb1fdf88ac605/260778755.JPG","N233337","Residential Detached","S","2 3642 HILBORN ROAD","Quesnel - Rural North","20","2","1978","0.00","Manufactured","Quesnel (Zone 28)","800-083-686","V2J 3P7","0.00",,,"$15,500","1.11","$14.62","3/4/2014","Manufactured","2","MHP","$14,000"
"6","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260464586/0/60/45/dc2690b963a431174a0cd464f5823c73/16/9e42491e9d132b7c22ea64226c3b91ff/260464586.JPG","V1022416","Residential Detached","S","18 201 CAYER STREET","Maillardville","200","1","9999","0.00","Manufactured","Coquitlam","800-079-013","V3K 2X8","0.00",,,"$18,500","0.82","$26.62","3/1/2014","Manufactured","1","RES","$22,500"
"4","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260409488/0/60/45/5e41a344a48d9ead3673ea65bfd40579/13/98be85d6b32e46b6ed96175840559bdf/260409488.JPG","N229424","Land Only","S","LOT 15 MICHELLE DRIVE","Bella Coola/Hagensborg","231",,,"0.00",,"Williams Lake (Zone 27)","001-441-876","V0T 1H0","208.00","Road Access","House/Single Family","$25,000","0.84",,"3/3/2014","House/Single Family",,"R2","$29,900"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/259842771/0/60/45/b2483ecc15ece02447387aa60547de90/13/ea15e6ed7630916fd3bef5934f5e9d31/259842771.JPG","N222994","Land Only","S","LT 40- 43 LEWIS DRIVE","Quesnel - Town","505",,,"2,594.00",,"Quesnel (Zone 28)","024-299-961","V2J 5W2","0.00","Allowed Access","Other","$32,000","0.64","$12.34","2/28/2014","Other",,"RS1","$49,900"
"7","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260691286/0/60/45/633377f7c41b4aee91690488e1181971/16/6c467180c5480fa29ab80fd8cd27c284/260691286.JPG","V1039065","Residential Detached","S","35 21163 LOUGHEED HIGHWAY","Southwest Maple Ridge","82","2","1970","0.00","Manufactured","Maple Ridge","800-082-418","V2X 2R4","0.00",,,"$38,750","0.92","$48.93","3/5/2014","Manufactured","1","MANUF","$42,000"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260772018/0/60/45/cc2b534d3a43b37f644aef27fc91fff2/14/1a28796f6f4b2853749de9f632b000e1/260772018.JPG","H1400521","Residential Attached","S","209 9282 HAZEL STREET","Chilliwack E Young-Yale","19","1","1980","0.00","Apartment/Condo","Chilliwack","008-041-270","V2P 5N6","0.00",,,"$43,000","0.89","$74.01","2/28/2014","Apartment/Condo","1","R5","$48,500"
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260673968/0/60/45/dd3bc835022077250f6ec94dd8e2fcdc/16/9c39a26948719a75ad343b48d35d13b1/260673968.JPG","V1037884","Residential Attached","S","522 4295 BLACKCOMB WAY","Whistler Village","88","0","1995","0.00","Apartment/Condo","Whistler","019-193-416","V0N 1B4",,,,"$44,000","0.90","$94.22","2/28/2014","Apartment/Condo","1","TA8","$49,000"
"9","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260237281/0/60/45/546db44f9e3778407ab07b7f4d5f61c3/13/2974b7e6f0bd81159f8f239795e0b67e/260237281.JPG","N226901","Residential Detached","S","21712 RAILWAY AVENUE","Topley","312","4","9999","14,425.00","House/Single Family","Burns Lake (Zone 55)","012-698-130","V0J 2Y0",,,,"$50,000","0.85","$18.94","3/4/2014","House/Single Family","1","R5","$59,000"
"5","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260350726/0/60/45/fe73f69d632ab6e30b286392858a9515/13/27c2fe7c3fce7b09e4b6b071cd76b91a/260350726.JPG","N228655","Multifamily","S","1406 N KITWANGA ROAD","Kitwanga","262","2","9999","0.00","Duplex","Smithers And Area (Zone 54)","006-365-221","V0J 1A0","0.00",,,"$50,000","0.84","$30.86","3/8/2014","Duplex","1","R3","$59,900"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260403861/0/60/45/3b6ad9bb1587d0f488d6ed1a8cdc962f/16/b361a791696ed4a3c536eaf8011a248c/260403861.JPG","V1017860","Land Only","S","LOT 98 KLAHANIE DRIVE","Sechelt District","236",,,"0.00",,"Sunshine Coast","003-249-174","V0N 3A0","58.00","Road Access","House/Single Family","$54,000","0.98",,"3/5/2014","House/Single Family",,"R1","$54,900"
"6","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260784659/0/60/45/81309d74ab1973b855d6431de7e86e15/16/50582636635927af149ca2b4457f6e5b/260784659.JPG","V1047710","Residential Attached","S","207D 2036 LONDON LANE","Whistler Creek","16","1","2001","0.00","Recreational","Whistler","800-083-762","V0N 1B2",,,,"$56,000","0.95","$76.50","3/1/2014","Recreational","1","CC2","$59,000"
"10","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260726415/0/60/45/a48b3b7b80c4fcac8736d219955e6a1a/15/ee49e2111e8312d5802347799439b0e3/260726415.JPG","F1401159","Residential Detached","S","31 2315 198TH STREET","Brookswood Langley","52","2","1985","0.00","Manufactured","Langley","900-569-735","V2Z 1Z1","0.00",,,"$59,900","1.00","$64.83","3/8/2014","Manufactured","2","MHP","$59,900"
