"PicCount","Pics","ML #","Prop Type","Status","Address","S/A","DOM","Tot BR","Yr Blt","Lot Sz(SF)","TypeDwel","Area","P.I.D.#","Postal Code","Frontage - Feet","Access to Property","Permitted Land Use","Sold Price","SP/LP Ratio","Sold Price per SqFt","Sold Date","Type","Total Baths","Zoning","List Price"
"10","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260328163/0/60/45/6ab87e6904db7aab934891dfe0a90b25/15/5bc3d6d472480d239503a113e625d87e/260328163.JPG","F1314065","Residential Detached","S","183 1840 160 STREET","King George Corridor","233","2","1975","0.00","Manufactured","South Surrey White Rock","900-567-555","V4A 4X4","0.00",,,"$14,000","0.70","$16.24","1/29/2014","Manufactured","1","MHP","$19,900"
"3","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260675126/0/60/45/ed6b2f80ea0c69d820db1c4bbcb9f631/13/b99d3c784c62b87f4ccc627ade0cd2ca/260675126.JPG","N232422","Land Only","S","LOT 6 GLENEAGLE ROAD","Shelley","61",,,"0.00",,"PG Rural East (Zone 80)","004-142-713","V2K 5G1","0.00","Road Access","House/Single Family","$19,000","0.83",,"1/27/2014","House/Single Family",,"RR1","$22,900"
"2","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260370348/0/60/45/7fb38135051f3f97d27fff915a307c50/16/278e1dd9cf7996a76c2ac555cff2e22c/260370348.JPG","V1015338","Residential Detached","S","20 23213 CALVIN CRESCENT","East Central","210","3","1973","0.00","Manufactured","Maple Ridge","800-077-839","V0N 0N0","0.00",,,"$25,000","1.00","$33.11","1/23/2014","Manufactured","1","OS3","$24,999"
"6","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260093708/0/60/45/e567f48a21a8e62f5b4a03c4c3ed0846/13/24c5cc2c6bcc1bb3919166abf409887d/260093708.JPG","N225093","Land Only","S","LOT B CANIM-HENDRIX LAKE ROAD","Forest Grove","335",,,"0.00",,"100 Mile House (Zone 10)","002-943-701","V0K 1M0","0.00","Road Access","Other","$30,500","0.76",,"1/28/2014","Other",,"RR3","$39,900"
"18","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260644418/0/60/45/36d953293048ffefefde3735f4957bf0/15/f90e9f2757cd16e938a6ba831b13075f/260644418.JPG","F1325593","Residential Detached","S","42 9080 198TH STREET","Walnut Grove","75","2","1990","0.00","Manufactured","Langley","900-569-256","V1M 3A8","0.00",,,"$35,000","0.89","$37.88","1/27/2014","Manufactured","1","MH-1","$39,500"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260736186/0/60/45/ddb3990a6edac5af7881a922bd766116/13/41439725f908b1796beff2ba957e7fcb/260736186.JPG","N232937","Residential Detached","S","C6 1885 QUEENSWAY DRIVE","Thornhill","1","2","1969","0.00","Manufactured","Terrace (Zone 88)","800-083-121","V8G 3X1","0.00",,,"$37,000","0.93","$34.91","1/22/2014","Manufactured","0","MHP","$39,900"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260687035/0/60/45/5bc439a9bdd135b5272b815448765054/13/a2cc7be48f8a5a75ac88a389cec2cd1a/260687035.JPG","N232516","Land Only","S","2517 CRAIG DRIVE","Terrace - City","55",,,"7,932.00",,"Terrace (Zone 88)","023-358-955","V2G 3J4","80.60","Allowed Access","Duplex","$37,500","0.94","$4.73","1/21/2014","Duplex",,"R2","$39,900"
"15","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260733639/0/60/45/51b97727cac4f38da79fffbcb88eaacd/15/932888cbace7d073e1cb122db2f6dc8d/260733639.JPG","F1401474","Residential Detached","S","79 8560 156 STREET","Fleetwood Tynehead","2","2","1978","0.00","Manufactured","Surrey","900-569-801","V3S 5K4",,,,"$37,500","0.79","$40.58","1/22/2014","Manufactured","1","MHP","$47,800"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/256148822/0/60/45/405960338d5f71f40ab30d5ca241cd25/13/b53e7fe97833cd62fc7f569a102263f9/256148822.JPG","N177320","Land Only","S","LOT 18 CODY DALE ROAD","Quesnel Rural - South","2292",,,"0.00",,"Quesnel (Zone 28)","024-618-802","V2J 4J6","66.00","Road Access","Other","$40,000","0.92",,"1/24/2014","Other",,"RS1","$43,500"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260588727/0/60/45/6be54dc82723ba30439f91c626dafb5c/16/0b1ead56ee2e6841cce1ddb2cc1d3d4c/260588727.JPG","V1032024","Residential Attached","S","219 4122 VILLAGE GROVE","Whistler Village","108","0","1987","0.00","Apartment/Condo","Whistler","006-932-479","V0N 1B4",,,,"$41,500","0.94","$112.16","1/28/2014","Apartment/Condo","1","CC1","$44,000"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260726223/0/60/45/73aba83085d259e96b4a5d16f3ff7e61/13/8478bf474601f642f1cce27ce4671c78/260726223.JPG","N232854","Land Only","S","LOT 3 HARGREAVES AVENUE","Vanderhoof - Town","5",,,"7,805.00",,"Vanderhoof And Area (Zone 56)","026-796-635","V0J 3A0","610.00","Road Access",,"$43,000","0.87","$5.51","1/21/2014","Other",,"R-1","$49,500"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260726232/0/60/45/746067ca7a6d752938cc126d37d731f1/13/20024080009c00b02e0f879e0d4ce1d8/260726232.JPG","N232853","Land Only","S","LOT 2 HARGREAVES AVENUE","Vanderhoof - Town","5",,,"7,805.00",,"Vanderhoof And Area (Zone 56)","026-796-601","V0J 3A0","61.00","Road Access",,"$43,000","0.87","$5.51","1/21/2014","Other",,"R-1","$49,500"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260726282/0/60/45/7e6f2f06b69ceb6e54ce214191426371/13/9721473b124461c875a93172d67029ee/260726282.JPG","N232855","Land Only","S","LOT 11 HARGREAVES AVENUE","Vanderhoof - Town","5",,,"8,337.00",,"Vanderhoof And Area (Zone 56)","026-796-716","V0J 3A0","66.00","Road Access",,"$43,000","0.78","$5.16","1/21/2014","Other",,"R-1","$55,000"
"3","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260688040/0/60/45/a5ec775579f9e9ad15aefa592b979ac8/15/c58565348032c4ac9e2ca2a7429a6cd4/260688040.JPG","F1327050","Residential Detached","S","36 24330 FRASER HIGHWAY","Otter District","45","1","1970","0.00","Manufactured","Langley","900-569-540","V2Z 1N2",,,,"$45,000","0.93","$66.18","1/25/2014","Manufactured","1","MH-1","$48,500"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260566065/0/60/45/d227f1e670b08fc368abb1688c9f789b/13/929292df8527245f70f1bac08902619d/260566065.JPG","N231356","Land Only","S","1060 5TH AVENUE","Valemount - Town","119",,,"7,800.00",,"Robson Valley (Zone 81)","006-875-912","V0E 2Z0","0.00","Road Access","Other","$49,000","0.89","$6.28","1/27/2014","Other",,"C1","$54,900"
