"PicCount","Pics","ML #","Prop Type","Status","Address","S/A","DOM","Tot BR","Yr Blt","Lot Sz(SF)","TypeDwel","Area","P.I.D.#","Postal Code","Frontage - Feet","Access to Property","Permitted Land Use","Sold Price","SP/LP Ratio","Sold Price per SqFt","Sold Date","Type","Total Baths","Zoning","List Price"
"7","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260973948/0/60/45/33e26cfd5f060769549bb7116ca3f863/13/1bf5a83e732a20b5192ef788e3ee3722/260973948.JPG","N235803","Land Only","S","LOT 35 PATTON ROAD","Canim/Mahood Lake","138",,,"0.00",,"100 Mile House (Zone 10)","007-143-915","V0K 1J0","120.00","Road Access","House/Single Family","$9,500","0.95",,"9/24/2014","House/Single Family",,"R1","$10,000"
"10","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/259647523/0/60/45/391a774686eb3eeeead13678dfd60720/13/ea6275a2987451219d100a2ffc9cf820/259647523.JPG","N220723","Residential Detached","S","10 5378 PARK DRIVE","103 Mile House","805","2","1970","0.00","Manufactured","100 Mile House (Zone 10)","800-069-167","V0K 2E1","0.00",,,"$22,000","0.98","$27.50","9/26/2014","Manufactured","1","R4","$22,500"
"15","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261247011/0/60/45/91b6610f7e3baa7f0079ec12c64de24f/15/ce81604ded7bd7b2d6a1310217d59b7e/261247011.JPG","F1422489","Residential Detached","S","43 7850 KING GEORGE BOULEVARD","East Newton","13","2","1988","0.00","Manufactured","Surrey","900-572-474","V3W 5B2","0.00",,,"$28,000","0.94","$26.42","9/23/2014","Manufactured","1","MHP","$29,900"
"11","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261077272/0/60/45/ff775d24aed8f6a60d36da2580901496/13/4115123bc67e37d57f82fcff2875fc2c/261077272.JPG","N237338","Residential Detached","S","54 4430 HIGHWAY 16 HIGHWAY","Smithers - Town","98","3","1975","0.00","Manufactured","Smithers And Area (Zone 54)","800-087-082","V0J 2N0","0.00",,,"$31,500","0.88","$34.24","9/23/2014","Manufactured","1","MHP","$36,000"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261162508/0/60/45/61a6377e9d9ee6bb09ffd041353eb37a/13/37c6e97a37a0fc34b17fe4fc4a8aa2ea/261162508.JPG","N238615","Land Only","S","UPPER FRASER ROAD","Upper Fraser","59",,,"0.00",,"PG Rural East (Zone 80)","015-284-140","V2K 5C8","0.00","Road Access",,"$35,000","0.92",,"9/25/2014","Other",,"SH","$38,000"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260975718/0/60/45/170761ea4f9f9860f8f92b4330ec2ff7/16/cc16011485bb29daa5b08f40469dfe63/260975718.JPG","V1063957","Residential Detached","S","5 39768 GOVERNMENT ROAD","Northyards","139","2","9999","0.00","Manufactured","Squamish","800-085-912","V8B 0K8","0.00",,,"$37,000","0.93","$45.12","9/25/2014","Manufactured","1","RMH-1","$40,000"
"7","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261093404/0/60/45/e18cdc42cd40aea609b7fb7881caae19/13/1b80b6d0e754a55fb288e05105bb6799/261093404.JPG","N237616","Residential Detached","S","29 4619 QUEENSWAY DRIVE","Thornhill","89","2","1973","0.00","Manufactured","Terrace (Zone 88)","800-087-239","V8G 3X5","0.00",,,"$45,000","0.90","$49.18","9/26/2014","Manufactured","1","MHP","$49,900"
"14","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260597043/0/60/45/ac5bfe609b74b55220906996f7014914/13/85ee8ece45985a1abe295b5047b594a3/260597043.JPG","N231660","Residential Detached","S","33 562 ELM STREET","Red Bluff/Dragon Lake","347","2","1986","0.00","Manufactured","Quesnel (Zone 28)","800-080-861","V2J 3X1","0.00",,,"$45,000","0.87","$45.92","9/29/2014","Manufactured","1","MHP","$51,500"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260576790/0/60/45/120793d70a9fb40e410282a8bc22e46a/13/e6677d8756110e9ebc22ed8898b17138/260576790.JPG","N231473","Residential Detached","S","101 3666 11 STREET","Houston - Town","357","2","1997","0.00","Manufactured","Houston (Zone 53)","800-080-447","V0J 1Z0","0.00",,,"$48,000","0.91","$51.95","9/25/2014","Manufactured","2","R-3","$52,900"
"6","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260770333/0/60/45/4ef7c427c540ccec76fd602536f88ad9/16/498b148ebdf2e86c2a5c59d908529273/260770333.JPG","V1046497","Land Only","S","9396 PORTAGE ROAD","Birken","231",,,"0.00",,"Pemberton","008-345-864","V0N 1L0",,"Road Access",,"$50,000","0.91",,"9/26/2014","Other",,"RR1","$55,000"
