"PicCount","Pics","ML #","Prop Type","Status","Address","S/A","DOM","Tot BR","Yr Blt","Lot Sz(SF)","TypeDwel","Area","P.I.D.#","Postal Code","Frontage - Feet","Access to Property","Permitted Land Use","Sold Price","SP/LP Ratio","Sold Price per SqFt","Sold Date","Type","Total Baths","Zoning","List Price"
"2","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260434372/0/60/45/67cbf2f5c61d108a807dbe7977f96b30/13/bb09415626d1cfe6bd46e1aacab56d61/260434372.JPG","N229751","Land Only","S","LOT 1 MILDRED AVENUE","Wells/Barkerville","379",,,"4,741.00",,"Quesnel (Zone 28)","023-189-941","V0K 2R0","49.52","Allowed Access","House/Single Family","$8,000","0.50","$1.69","8/11/2014","House/Single Family",,"R2","$15,900"
"7","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260756678/0/60/45/bc1b934f1731a45b79496d3cb27a4e2d/15/0539ecadb7b155a6314f9730de945105/260756678.JPG","F1402529","Residential Detached","S","127 7790 KING GEORGE BOULEVARD","East Newton","195","2","1975","0.00","Manufactured","Surrey","900-569-933","V3W 5Y4","0.00",,,"$10,000","0.92","$13.02","8/11/2014","Manufactured","1","MHP","$10,900"
"4","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260963713/0/60/45/6a2fb5d0ddee2dafe2a69aa8adac3d92/13/650ca69f0faf0c236fd74e99f9acd4d8/260963713.JPG","N235636","Land Only","S","670 S GREEN LAKE ROAD","Lone Butte/Green Lk/Watch Lk","110",,,"0.00",,"100 Mile House (Zone 10)","007-703-082","V0K 2K0","100.00","Road Access","House/Single Family","$15,000","1.00",,"8/12/2014","House/Single Family",,"R1","$15,000"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260844385/0/60/45/73fc67ccd4333d77199794d9bb89c71e/13/fd2bfeba565bb7662d92c20b3fd45074/260844385.JPG","N234072","Land Only","S","LOT 94 JULSRUD ROAD","Deka/Sulphurous/Hathaway Lakes","143",,,"0.00",,"100 Mile House (Zone 10)","002-668-505","V0K 1X0","0.00","Allowed Access","Recreational","$20,000","1.00",,"8/7/2014","Recreational",,"R-1","$20,000"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261168093/0/60/45/cc2f1612eaeb6a7e560ad86116968ecc/13/0060929fde4b98eae0dd1fbe7fdd9e4d/261168093.JPG","N238692","Residential Detached","S","35 4619 QUEENSWAY DRIVE","Thornhill","7","2","1978","0.00","Manufactured","Terrace (Zone 88)","800-088-017","V8G 3X5","0.00",,,"$20,000","1.00","$15.87","8/7/2014","Manufactured","2","MHP","$20,000"
"15","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260782511/0/60/45/efc1cb6e292724cff67d500e8cba704c/13/9aa7a7faa63ea7afd6638cfabd5bc463/260782511.JPG","N233399","Residential Detached","S","32 313 WESTLAND ROAD","Quesnel - Town","178","2","1972","0.00","Manufactured","Quesnel (Zone 28)","800-083-741","V2J 4V4","0.00",,,"$20,000","0.87","$26.04","8/11/2014","Manufactured","1","MHP1","$23,000"
"7","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260429242/0/60/45/c620d7acfde329ab65bd71b8479e56ab/13/f6f79121cf651b9ba75535a00f7b2d96/260429242.JPG","N229669","Land Only","S","LOT 1 BEATTY ROAD","Burns Lake - Rural West","388",,,"0.00",,"Burns Lake (Zone 55)","011-647-884","V0J 1E1","0.00","Road Access","House/Single Family","$25,000","0.83",,"8/11/2014","House/Single Family",,"H1","$30,000"
"8","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261089136/0/60/45/926f3faaa5b4c518e76129833d914d08/16/78f592098c8e398cd123fd5fa1c999d4/261089136.JPG","V1072852","Residential Detached","S","3 12248 SUNSHINE COAST HIGHWAY","Pender Harbour Egmont","49","2","9999","0.00","Manufactured","Sunshine Coast","800-087-205","V0N 2H1","0.00",,,"$25,000","0.76","$29.48","8/11/2014","Manufactured","1","RM3","$33,000"
"9","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260754873/0/60/45/782b0cd07a205a6f35fe90db11035936/15/8cf278bc3cffe28748319c8d166ba44a/260754873.JPG","F1402433","Residential Detached","S","107 9950 WILSON STREET","Mission BC","191","2","1972","0.00","Manufactured","Mission","900-569-932","V4S 1B3",,,,"$32,500","0.93","$40.42","8/9/2014","Manufactured","1","MHP","$34,900"
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260948527/0/60/45/09cf939b8c39db96dc83373d2090e032/14/a9da0b63f21725946c64cd9bb1f2c1c6/260948527.JPG","H1401752","Residential Detached","S","2 10225 BEAVER DRIVE","Rosedale Popkum","98","2","1969","0.00","Manufactured","Rosedale","700-006-873","V0X 1X1","0.00",,,"$39,900","1.00","$42.90","8/7/2014","Manufactured","1","RMH","$39,900"
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261052428/0/60/45/8c83ee7a34466b5db97dd63770cd08b8/14/617453557a5b35e7aa1d9784de8af287/261052428.JPG","H1402481","Residential Detached","S","208 45835 SLEEPY HOLLOW ROAD","Cultus Lake","65","3","1982","0.00","Manufactured","Cultus Lake","700-000-549","V2R 4C6","0.00",,,"$45,000","0.90","$37.63","8/13/2014","Manufactured","1","RMH","$49,900"
"9","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260972253/0/60/45/c2b7a38f8432fc92c11381655b25e43d/13/2464df280f218aa8b500f2fe89ff902c/260972253.JPG","N235794","Land Only","S","3621 PERRIN ROAD","Hart Highway","103",,,"0.00",,"PG City North (Zone 73)","012-137-766","V2K 1N7","0.00","Allowed Access","Mixed","$45,000","0.83",,"8/12/2014","Mixed",,"RS1M","$54,000"
"16","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261162368/0/60/45/e5d66e5be1c4ec5757d5e46fd99e4c10/13/28cb53c0970aa83ac487b85e50f3a62a/261162368.JPG","N238611","Residential Detached","S","390 GWEN AVENUE","Willow River","11","1","9999","0.00","House/Single Family","PG Rural East (Zone 80)","027-719-570","V0J 3C0","75.00",,,"$45,000","0.94","$40.47","8/11/2014","House/Single Family","0","RR1","$48,000"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260383582/0/60/45/90ffb34c68891052285dc7574667ebe7/13/c7b2135c70df4f2e6adcb5e85bab0bc9/260383582.JPG","N229071","Land Only","S","6010 SALMON VALLEY ROAD","Salmon Valley","403",,,"0.00",,"PG Rural North (Zone 76)","015-190-684","V2K 5W2","0.00","Road Access","Other","$48,000","0.96",,"8/11/2014","Other",,"RR1","$49,900"
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261017125/0/60/45/bed366e92bddfd1c8a42f797fb584309/13/610e5fb1cbc527f4277257b8e3d16e19/261017125.JPG","N236450","Residential Detached","S","40 5506 PARK DRIVE","103 Mile House","77","2","2007","0.00","Manufactured","100 Mile House (Zone 10)","800-086-358","V0K 2E1","0.00",,,"$48,500","0.88","$46.10","8/11/2014","Manufactured","0","MHP","$55,000"
"18","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260959908/0/60/45/5fbb94fcbbeaf65be09381cd0eab089b/16/3811403aa5cea4cd49431a3df45f1ff2/260959908.JPG","V1062599","Residential Detached","S","52 4200 DEWDNEY TRUNK ROAD","Ranch Park","100","2","1967","0.00","Manufactured","Coquitlam","800-085-736","V3K 2X8","0.00",,,"$49,000","0.83","$53.15","8/10/2014","Manufactured","2","MANUF","$59,000"
"6","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261004820/0/60/45/df0d2dabb2714cf484e5ce3c96fac289/15/75ca520730682b103601bfe62890df60/261004820.JPG","F1412869","Land Only","S","44069 ERROCK PL ROAD","Lake Errock","83",,,"0.00",,"Mission","008-829-535","V0M 1N0","240.00","Allowed Access","House/Single Family","$50,000","0.72",,"8/12/2014","House/Single Family",,"RES","$69,950"
"0","//cdnparap130.paragonrels.com/ParagonImages/Static/60/45/1dbcd38db8d1129a033b8c2f4da344ac/NoPhotoAvailable.jpg","F1419404","Residential Detached","S","54 1840 160 STREET","King George Corridor","8","2","1990","0.00","Manufactured","South Surrey White Rock","900-572-163","V4A 4X4","0.00",,,"$54,000","0.92","$40.75","8/8/2014","Manufactured","2","MHP","$58,900"
"12","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261143787/0/60/45/086671f58f87983cb75c3a9e46d27be0/13/ee33bf660f9d9ab25201a0d0bbcf5073/261143787.JPG","N238347","Residential Detached","S","575 ROYAL STREET","Fort Fraser","18","3","1970","8,052.00","Manufactured with Land","Vanderhoof And Area (Zone 56)","014-167-913","V0J 1N0","0.00",,,"$54,000","0.95","$43.83","8/8/2014","Manufactured with Land","1","R1","$57,000"
"3","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261121523/0/60/45/fd44d28cb48d56ac25c7ff2b61e38364/13/c12577cc87a91d4950d47a6b782583ef/261121523.JPG","N238053","Land Only","S","LOT 4 MARLBOROUGH ROAD","Horse Lake","29",,,"0.00",,"100 Mile House (Zone 10)","025-068-610","V0K 2E3","0.00","Road Access","House/Single Family","$54,500","0.92",,"8/9/2014","House/Single Family",,"RR2","$59,000"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260944056/0/60/45/d6604a1b2ccb80109d5e31d330fad2c0/13/e4ca9f68d0cc61345c4a568828751249/260944056.JPG","N235370","Land Only","S","1439 THE PLAZA STREET","Prince Rupert - City","104",,,"5,000.00",,"Prince Rupert (Zone 52)","012-638-102","V8J 1X9","50.00","No Access","House/Single Family","$55,000","0.79","$11.00","8/11/2014","House/Single Family",,"R2","$69,900"
"2","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260749930/0/60/45/34ac75c78cb9bb5c3f161f5ecfa63059/13/eb320b372b11410a83e814af7b4155b7/260749930.JPG","N233056","Land Only","S","LOT 8 NW SINGLEHURST ROAD","Terrace - Rural East/Cedarvale","197",,,"0.00",,"Terrace (Zone 88)","024-787-647","V8G 0A7","0.00","Road Access","House/Single Family","$65,000","0.93",,"8/12/2014","House/Single Family",,"RR1","$69,900"
"12","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261003016/0/60/45/498f8cd24854e1cc307d4c5e23c4a5a1/13/df1113869ddb7f13bc2e8fb530a24798/261003016.JPG","N236240","Residential Detached","S","3171 W 14TH STREET","Houston - Town","83","3","9999","0.00","House/Single Family","Houston (Zone 53)","013-717-367","V0J 1Z0","90.00",,,"$67,000","0.90","$68.02","8/11/2014","House/Single Family","1","R-1","$74,900"
"12","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261011921/0/60/45/9e8ad996ffb71f434482991d959d1fb2/13/a0659c58e87cf8e1150aa140401dac0f/261011921.JPG","N236359","Residential Attached","S","1008 1501 QUEENSWAY STREET","Millar Addition","75","2","1965","0.00","Apartment/Condo","PG City Central (Zone 72)","026-577-259","V2L 1L5",,,,"$69,000","0.90","$78.68","8/9/2014","Apartment/Condo","1","RM7","$76,900"
"11","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260147914/0/60/45/034cd14d989986abe9d4be0b0f50c4ae/13/c410ba037467d0b745914243f3a9dbac/260147914.JPG","N225707","Land Only","S","LOT 1 GROSSETT ROAD","Bridge Lake/Sheridan Lake","507",,,"0.00",,"100 Mile House (Zone 10)","019-117-353","V0K 1X2","0.00","Road Access","House/Single Family","$71,000","0.90",,"8/14/2014","House/Single Family",,"RR1","$79,000"
"4","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261115414/0/60/45/da3213938e6fa6da66ce02a32baa8906/13/198e218c51ef726646f98d3f282cba0b/261115414.JPG","N237949","Residential Detached","S","3540 W SELLARS ROAD","Canim/Mahood Lake","32","2","9999","0.00","House/Single Family","100 Mile House (Zone 10)","008-109-583","V0K 1L0","0.00",,,"$75,000","0.94","$47.83","8/9/2014","House/Single Family","1","RR1","$80,000"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261114868/0/60/45/14a0b50a7935b058941f8696cafd62a3/15/fce9534261b31b1095369cd8e5167690/261114868.JPG","F1417277","Residential Attached","S","318 33490 COTTAGE LANE","Central Abbotsford","33","2","1980","0.00","Apartment/Condo","Abbotsford","001-817-311","V2S 6B8",,,,"$77,500","0.86","$73.81","8/11/2014","Apartment/Condo","1","RML","$89,700"
"10","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260935942/0/60/45/a07e19979e51e8dc3a48fc9d0cb7faeb/14/6b44cd0b14ae3e596be4766701391418/260935942.JPG","H1401679","Residential Detached","S","125 6338 VEDDER ROAD","Sardis East Vedder Rd","107","2","1977","0.00","Manufactured","Sardis","700-007-143","V2R 1C6","0.00",,,"$77,500","0.94","$59.16","8/9/2014","Manufactured","2","RMH","$82,900"
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260946880/0/60/45/034b6ff0eaca5c1a8f6d8694fde8fb34/13/983f91f2d6679325f81bd712086bf9ab/260946880.JPG","N235419","Land Only","S","1030 FOX MOUNTAIN ROAD","Williams Lake - Rural North","103",,,"0.00",,"Williams Lake (Zone 27)","026-035-634","V2G 5A7","0.00","Road Access","House/Single Family","$80,500","0.90",,"8/11/2014","House/Single Family",,"A1","$89,900"
"10","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260289971/0/60/45/a22194411a2ef6a11013696d43f66778/13/8fc6ebde576f29126a52d3081eb69e24/260289971.JPG","N227767","Residential Detached","S","236 5TH AVENUE","Burns Lake - Town","442","2","9999","9,009.00","House/Single Family","Burns Lake (Zone 55)","012-306-916","V0J 1E0","0.00",,,"$81,000","0.93","$86.54","8/9/2014","House/Single Family","1","R1","$86,900"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260785151/0/60/45/c9f5c9034630be60463fdaca9ba531aa/14/23f3ac73a535c45b5f287fbe19826915/260785151.JPG","H1400622","Residential Detached","S","38 7610 EVANS ROAD","Sardis West Vedder Rd","177","2","1988","0.00","Manufactured","Sardis","797-610-468","V2R 2Y8","0.00",,,"$82,000","0.93","$53.59","8/9/2014","Manufactured","2","RMH","$87,900"
