"PicCount","Pics","ML #","Prop Type","Status","Address","S/A","DOM","Tot BR","Yr Blt","Lot Sz(SF)","TypeDwel","Area","P.I.D.#","Postal Code","Frontage - Feet","Access to Property","Permitted Land Use","Sold Price","SP/LP Ratio","Sold Price per SqFt","Sold Date","Type","Total Baths","Zoning","List Price"
"9","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261090490/0/60/45/c51e6b88f4dd794a954717c18b909680/15/b5a22cf1e6b6aef3be98d5dd9b8696f8/261090490.JPG","F1416273","Residential Detached","S","91 8220 KING GEORGE BOULEVARD","Bear Creek Green Timbers","29","2","1975","0.00","Manufactured","Surrey","900-571-662","V3W 6E1","0.00",,,"$3,500","0.35","$4.56","7/24/2014","Manufactured","1","MHP","$9,900"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260839407/0/60/45/ee0fd37033aea90c7647665e214064ee/13/a4c667ccf6d93e173e56daac30945973/260839407.JPG","N234010","Land Only","S","LOT 2 GRIZZLY ROAD","Hazelton","132",,,"0.00",,"Smithers And Area (Zone 54)","009-199-837","V0J 1Y1","0.00","Road Access","House/Single Family","$8,250","0.83",,"7/22/2014","House/Single Family",,"RR","$10,000"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260839408/0/60/45/2c49fdc0953400dadaec34955aac26d0/13/4c7809fd416c1adaa617c98c2000c6c6/260839408.JPG","N234009","Land Only","S","LOT 1 GRIZZLY ROAD","Hazelton","132",,,"0.00",,"Smithers And Area (Zone 54)","009-199-764","V0J 1Y1","0.00","Road Access","House/Single Family","$8,250","0.55",,"7/22/2014","House/Single Family",,"RR","$15,000"
"10","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261023735/0/60/45/bd6b1c2ef3b040e80631551510ce7d25/15/656151da91ccbd37526a45eb08e3c869/261023735.JPG","F1413653","Residential Detached","S","30 9132 120TH STREET","Queen Mary Park Surrey","48","2","1968","0.00","Manufactured","Surrey","900-571-334","V3V 4V6","0.00",,,"$13,500","0.68","$22.13","7/17/2014","Manufactured","1","MHP","$20,000"
"9","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260847746/0/60/45/1b274ca746160bc539e70c70431a9c9f/15/afc9399b9251780350e9a29ca64074d4/260847746.JPG","F1406394","Residential Detached","S","199 1840 160 STREET","King George Corridor","123","2","1975","0.00","Manufactured","South Surrey White Rock","900-570-469","V4A 4X4","0.00",,,"$14,000","0.88","$19.44","7/18/2014","Manufactured","1","MHP","$15,900"
"10","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260844522/0/60/45/2abe14e5ed873355f3a14130e432497f/13/0413103d00d5363b8897dbb431685cbf/260844522.JPG","N234076","Residential Attached","S","3138 PEARSON ROAD","Houston - Town","126","4","9999","0.00","Townhouse","Houston (Zone 53)","010-008-012","V0J 1Z0","28.00",,,"$15,000","0.75","$9.12","7/17/2014","Townhouse","2","R-4","$19,900"
"4","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261073665/0/60/45/3d88cb32e7cb7bc1a4a2589e77e1bf84/13/b5f09ff4d982110d96f9bf6c55b92791/261073665.JPG","N237304","Residential Detached","S","DL 4701 ARCHIE CREEK","Horsefly","33","0","9999","0.00","Recreational","Williams Lake (Zone 27)","800-087-038","V0K 1G0","100.00",,,"$16,500","0.87","$33.00","7/20/2014","Recreational","0","RL","$19,000"
"7","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260998141/0/60/45/fc8383df020bc7f98331350a73cc81a7/13/456067f6d5619b05ad61ccbc99340d7b/260998141.JPG","N236184","Residential Detached","S","32 560 SODA CREEK ROAD","Williams Lake - Rural North","65","2","1969","0.00","Manufactured","Williams Lake (Zone 27)","800-086-111","V2G 5E5","0.00",,,"$16,500","0.97","$19.74","7/19/2014","Manufactured","1","R-5","$17,000"
"2","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260877412/0/60/45/5b4706cf2a6ff84f818d27ba1ce30246/13/c1d0bc050af42add5a911ed359672325/260877412.JPG","N234492","Land Only","S","SWANSON ROAD","Hixon","114",,,"0.00",,"PG Rural South (Zone 78)","015-051-722","V2K 1S0","0.00","Road Access","House/Single Family","$18,000","0.45",,"7/22/2014","House/Single Family",,"N/A","$39,900"
"12","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261103563/0/60/45/2758e58756f65654f8df58797c5f3b72/15/10875531d7716e2f867e584310b3221b/261103563.JPG","F1416831","Residential Detached","S","29 32380 LOUGHEED HIGHWAY","Mission BC","20","2","1982","0.00","Manufactured","Mission","900-571-768","V2V 1A4",,,,"$19,900","1.00","$25.38","7/22/2014","Manufactured","1","MHP","$19,900"
