"PicCount","Pics","ML #","Prop Type","Status","Address","S/A","DOM","Tot BR","Yr Blt","Lot Sz(SF)","TypeDwel","Area","P.I.D.#","Postal Code","Frontage - Feet","Access to Property","Permitted Land Use","Sold Price","SP/LP Ratio","Sold Price per SqFt","Sold Date","Type","Total Baths","Zoning","List Price"
"10","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261023735/0/60/45/bd6b1c2ef3b040e80631551510ce7d25/15/656151da91ccbd37526a45eb08e3c869/261023735.JPG","F1413653","Residential Detached","S","30 9132 120TH STREET","Queen Mary Park Surrey","48","2","1968","0.00","Manufactured","Surrey","900-571-334","V3V 4V6","0.00",,,"$13,500","0.68","$22.13","7/17/2014","Manufactured","1","MHP","$20,000"
"9","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260847746/0/60/45/1b274ca746160bc539e70c70431a9c9f/15/afc9399b9251780350e9a29ca64074d4/260847746.JPG","F1406394","Residential Detached","S","199 1840 160 STREET","King George Corridor","123","2","1975","0.00","Manufactured","South Surrey White Rock","900-570-469","V4A 4X4","0.00",,,"$14,000","0.88","$19.44","7/18/2014","Manufactured","1","MHP","$15,900"
"10","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260844522/0/60/45/2abe14e5ed873355f3a14130e432497f/13/0413103d00d5363b8897dbb431685cbf/260844522.JPG","N234076","Residential Attached","S","3138 PEARSON ROAD","Houston - Town","126","4","9999","0.00","Townhouse","Houston (Zone 53)","010-008-012","V0J 1Z0","28.00",,,"$15,000","0.75","$9.12","7/17/2014","Townhouse","2","R-4","$19,900"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260708140/0/60/45/7316f451557a90f014997648906e28cb/13/4365dc0b2ceba4df52507ab3981f13b1/260708140.JPG","N232697","Land Only","S","2900 HART HIGHWAY","Hart Highway","190",,,"0.00",,"PG City North (Zone 73)","013-307-983","V2K 5Z1","0.00","Water Access","House/Single Family","$20,000","0.33",,"7/12/2014","House/Single Family",,"RS2M","$59,900"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261112478/0/60/45/3f61c8ab7c6f86f68123774bf3282b83/14/290ee6e467507c18768dc2d7230ef043/261112478.JPG","H1402886","Residential Detached","S","8 45715 ALMA AVENUE","Vedder S Watson-Promontory","10","3","1973","0.00","Manufactured","Sardis","745-715-031","V2R 3M5","0.00",,,"$30,000","1.00","$34.88","7/14/2014","Manufactured","1","RMH","$30,000"
"16","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261044312/0/60/45/457421a8a907b5cbe34e9843c054f42a/13/e4d008d77dcf1b8b2c8253bd4e933a82/261044312.JPG","N236898","Land Only","S","CROW CREEK ROAD","Burns Lake - Rural West","41",,,"0.00",,"Burns Lake (Zone 55)","015-388-298","V0J 1E0","0.00","Road Access",,"$31,000","0.80",,"7/16/2014","Other",,"H-2","$39,000"
"9","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260489688/0/60/45/3b46b225cf301397ddd7d1e6998bc5a3/14/dcd8ff1352726f3c8381def88dd90311/260489688.JPG","H1303341","Residential Detached","S","44 3942 COLUMBIA VALLEY ROAD","Cultus Lake","331","3","1999","0.00","Manufactured","Cultus Lake","700-008-836","V2R 5B2",,,,"$40,000","0.89","$28.57","7/16/2014","Manufactured","2","RMH","$44,950"
"2","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260830767/0/60/45/a6184bce16a58f9c3e6b21991e8bc7ed/13/45f3599755242ddaf3f01f41b0edc1a8/260830767.JPG","N233881","Land Only","S","5401 GRAVES ROAD","North Blackburn","125",,,"14,375.00",,"PG City South East (Zone 75)","018-325-068","V2N 6G1","0.00","Allowed Access",,"$40,000","0.80","$2.78","7/13/2014","Other",,"RSM1","$49,900"
"7","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260584312/0/60/45/8aaa945ee466b95aa312ef081f406dc2/13/e12f64c9f5c6c0647aea1a1f2cafaa01/260584312.JPG","N231540","Residential Detached","S","10087 GALABAY ROAD","Fraser Lake","280","2","9999","0.00","Recreational","Vanderhoof And Area (Zone 56)","800-080-613","V0J 1S0","200.00",,,"$43,500","0.74","$90.63","7/15/2014","Recreational","0","R4","$59,000"
"7","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260844738/0/60/45/5c3e066ee34a6a777e36df67b6caf2bc/16/672d4497d2121ca3a4a1b93e6955d933/260844738.JPG","V1053209","Residential Attached","S","D527 2036 LONDON LANE","Whistler Creek","123","1","2001","0.00","Apartment/Condo","Whistler","024-968-099","V0N 1B2",,,,"$45,000","0.91","$72.82","7/17/2014","Apartment/Condo","1","CC2","$49,500"
