"PicCount","Pics","ML #","Prop Type","Status","Address","S/A","DOM","Tot BR","Yr Blt","Lot Sz(SF)","TypeDwel","Area","P.I.D.#","Postal Code","Frontage - Feet","Access to Property","Permitted Land Use","Sold Price","SP/LP Ratio","Sold Price per SqFt","Sold Date","Type","Total Baths","Zoning","List Price"
"9","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260747482/0/60/45/f9bfd1c58614e29cf024cbd2308c8a5b/15/d8b1b9b3516459bea42c1d41bda551a7/260747482.JPG","F1402094","Residential Detached","S","74 10221 WILSON ROAD","Mission-West","128","3","1981","0.00","Manufactured","Mission","900-569-898","V4S 1L8",,,,"$18,500","0.56","$12.01","6/1/2014","Manufactured","1","MOB","$32,900"
"10","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260693050/0/60/45/d71ef94030fd5290722b9e27a4ee09b0/14/316cc3cd55142f82b61655a677977242/260693050.JPG","H1304515","Residential Detached","S","81 5742 UNSWORTH ROAD","Vedder S Watson-Promontory","171","2","1990","0.00","Manufactured","Sardis","700-006-241","V2R 3A2","0.00",,,"$24,500","0.82","$25.00","6/4/2014","Manufactured","1","RMH","$29,900"
"10","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260952608/0/60/45/7e87420cef16f30ddc49ca345489006e/16/c538f22f5c4c8d5e34f2d65c2486593c/260952608.JPG","V1062082","Residential Detached","S","42 21163 LOUGHEED HIGHWAY","West Central","34","2","1968","2,400.00","Manufactured","Maple Ridge","800-085-734","V2X 2R4",,,,"$25,000","0.90","$36.55","6/4/2014","Manufactured","1","MFD","$27,888"
"8","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260407590/0/60/45/4b3414fec5a5207f5b2d88ecbc2c45a3/13/d74d2f27d7252676f687877dd63f7165/260407590.JPG","N229402","Land Only","S","LOT 5 HORSEFLY ROAD","Horsefly","326",,,"0.00",,"Williams Lake (Zone 27)","010-771-671","V0L 1L0","200.00","Road Access","House/Single Family","$29,900","1.00",,"6/2/2014","House/Single Family",,"RS2","$29,900"
"10","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260631818/0/60/45/2911cc6324f805b309cc70075d5151f6/14/2de97831b1a993aa387cb3270471d99a/260631818.JPG","H1304189","Residential Detached","S","206 45835 SLEEPY HOLLOW ROAD","Cultus Lake","216","3","1983","0.00","Manufactured","Cultus Lake","745-836-130","V2R 5A9","0.00",,,"$31,000","0.89","$33.55","6/2/2014","Manufactured","1","RMH","$35,000"
"10","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260926566/0/60/45/873a6e3d64e0e73e064d947ced908964/15/45323412a11f82633dac851867639e35/260926566.JPG","F1409783","Residential Detached","S","302 864 160 STREET","King George Corridor","42","3","1975","0.00","Manufactured","South Surrey White Rock","900-570-869","V4A 4W4","0.00",,,"$32,000","0.92","$41.67","6/3/2014","Manufactured","1","MHP","$34,900"
"9","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260539372/0/60/45/1c93c99699ccafb9d263d4ca20cba46f/13/f17d564a0503cec10bde4181a6ad275c/260539372.JPG","N231070","Land Only","S","LOT B GRAYFAIR ROAD","Salmon Valley","260",,,"355,449.00",,"PG Rural North (Zone 76)","005-978-530","V2K 5W4","0.00","Road Access","House/Single Family","$32,000","1.00","$0.09","6/5/2014","House/Single Family",,"RR1","$32,000"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/258032966/0/60/45/053b598593e7ba6959099b29f9c8582c/13/3229c678a21e6f2e1f093514d09ec424/258032966.JPG","N203516","Land Only","S","771 PACIFIC AVENUE","Port Edward","1408",,,"4,200.00",,"Prince Rupert (Zone 52)","008-644-306","V0T 1G0","35.00","Road Access","Duplex","$33,000","0.77","$7.86","6/4/2014","Duplex",,"R-2","$43,000"
"6","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260752136/0/60/45/5fd28296ad8ce6a6fdf683af0ae2bfe4/13/15412e311442c8b2ae3f350aff269aba/260752136.JPG","N233071","Land Only","S","775 PACIFIC AVENUE","Port Edward","127",,,"4,200.00",,"Prince Rupert (Zone 52)","008-644-314","V0T 1G0","35.00","Road Access","House/Single Family","$33,000","0.77","$7.86","6/4/2014","House/Single Family",,"R-2","$43,000"
"3","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261011430/0/60/45/ac1e2d589e7522bca56b21f7e643da21/13/90adb339e01c4371f3402ee69e2a6a0c/261011430.JPG","N236344","Land Only","S","900 JUBILEE DRIVE","Port Edward","15",,,"6,300.00",,"Prince Rupert (Zone 52)","005-991-161","V0V 1G0","63.00","Road Access","House/Single Family","$36,000","0.90","$5.71","6/6/2014","House/Single Family",,"R1","$40,000"
"16","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260846860/0/60/45/1633d79b4d5dffb20e1298aa8913fd6a/15/a543cf3132b35a2f1addd61bc46ca8ef/260846860.JPG","F1406349","Residential Detached","S","51 3031 200 STREET","Brookswood Langley","83","2","1970","0.00","Manufactured","Langley","900-570-442","V2Z 1N5",,,,"$40,000","0.89","$44.44","6/5/2014","Manufactured","1","MHP","$44,900"
"10","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261051756/0/60/45/6ce77d46b123c7a81ad873a1d16318dd/15/209bf35dce88b6f9eb86c3b10e91413e/261051756.JPG","F1414738","Residential Detached","S","139 3665 244TH STREET","Otter District","1","2","1980","0.00","Manufactured","Langley","900-571-426","V2Z 1N1","0.00",,,"$40,000","0.93","$43.29","6/7/2014","Manufactured","1","MHP","$42,900"
"10","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260445790/0/60/45/df9fcba694322af9815383208cb323e6/16/719d44e85d2abf48904270e0fcd0f78a/260445790.JPG","V1020928","Residential Detached","S","29 23279 CALVIN CRESCENT","East Central","306","2","1969","0.00","Manufactured","Maple Ridge","800-069-021","V2W 1B8",,,,"$41,000","0.82","$49.22","6/3/2014","Manufactured","1","CS3","$49,900"
"5","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260752107/0/60/45/32fe3e76f79fefbdbdb4f4d869c42bbd/13/847f60ca842b8382ae35592f4c99d8ce/260752107.JPG","N233070","Land Only","S","458 EVERGREEN DRIVE","Port Edward","125",,,"7,000.00",,"Prince Rupert (Zone 52)","009-750-991","V0T 1G0","70.00","Road Access","House/Single Family","$42,000","0.93","$6.00","6/2/2014","House/Single Family",,"R-2","$45,000"
"11","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261040337/0/60/45/3ab858af44c30b5bb549fae56472b162/14/92ab3eefd34dd9be7370e72ec10aac6e/261040337.JPG","H1402409","Residential Detached","S","132 6338 VEDDER ROAD","Sardis East Vedder Rd","1","2","1978","0.00","Manufactured","Sardis","700-007-880","V2R 1A1","0.00",,,"$42,500","0.95","$46.00","6/6/2014","Manufactured","1","MHP","$44,900"
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261005373/0/60/45/84cdee80774cfcf8d81f1aa8c2fe554f/14/ff68a6a77592cedee8a3759fb1384d26/261005373.JPG","H1402195","Residential Attached","S","303 45745 PRINCESS AVENUE","Chilliwack W Young-Well","10","1","1995","0.00","Apartment/Condo","Chilliwack","019-149-034","V2P 2B5",,,,"$45,000","0.90","$46.88","6/2/2014","Apartment/Condo","1","R6","$49,900"
"11","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261001799/0/60/45/97e4e7304847fa23823e4956dd630ad2/16/dbc78ee936a3ff2283f3527e96e30935/261001799.JPG","V1066118","Residential Detached","S","69 3295 SUNNYSIDE ROAD","Anmore","17","2","1983","0.00","Manufactured","Port Moody","800-086-192","V3H 4Z2","0.00",,,"$49,800","1.00","$52.75","6/6/2014","Manufactured","1","RCH1","$49,800"
"12","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260676219/0/60/45/d532484aca4ac5ee74617fb9ed73a024/16/008beba114012f855fe63a9022e5c9df/260676219.JPG","F1326669","Residential Detached","S","28 9960 WILSON STREET","Stave Falls","188","2","1992","0.00","Manufactured","Mission","900-569-486","V4S 1B3","0.00",,,"$50,000","0.85","$54.11","6/7/2014","Manufactured","1","MHP","$58,800"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260878323/0/60/45/6f9001b16d45688ecab4ab45aee02154/15/222568241dade1967e6652365b736e42/260878323.JPG","F1407712","Residential Detached","S","42 2315 198TH STREET","Brookswood Langley","67","2","1983","0.00","Manufactured","Langley","900-570-614","N0N 0N0","0.00",,,"$50,000","0.91","$51.02","6/3/2014","Manufactured","1","MHP","$54,900"
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260996144/0/60/45/5806db064070c75871efa9406b0bcedf/13/0a04d9bbe479b2703ab0210dc29c302c/260996144.JPG","N236158","Land Only","S","S 1/2 2186 HANSON STAKE ROAD","Fraser Lake","19",,,"0.00",,"Vanderhoof And Area (Zone 56)","015-373-029","V0J 1S0","0.00","Road Access","House/Single Family","$50,000","0.83",,"6/3/2014","House/Single Family",,"N/A","$60,000"
"10","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260689269/0/60/45/43c88716aed10edd1d2a3bfb268db3fc/14/3eede2161a4a7e884c5fda65664a352b/260689269.JPG","H1304500","Residential Detached","S","121 6338 VEDDER ROAD","Sardis East Vedder Rd","176","2","1989","0.00","Manufactured","Sardis","796-338-464","V2R 1C6",,,,"$50,000","0.91","$54.11","6/4/2014","Manufactured","2","RMH","$54,900"
"16","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260891489/0/60/45/af5dda8fb9129d02df8f81d1f60a56a2/13/9f5acade87a316cf395859cc43529496/260891489.JPG","N234664","Residential Detached","S","12 770 11TH AVENUE","Williams Lake - City","64","2","1983","0.00","Manufactured","Williams Lake (Zone 27)","800-084-988","V2G 2M4",,,,"$52,500","0.96","$56.82","6/4/2014","Manufactured","1","MHP","$54,500"
"0","//cdnparap130.paragonrels.com/ParagonImages/Static/60/45/1dbcd38db8d1129a033b8c2f4da344ac/NoPhotoAvailable.jpg","N231744","Land Only","S","LOT 2 STOCKYARD ROAD","Lone Butte/Green Lk/Watch Lk","228",,,"0.00",,"100 Mile House (Zone 10)","028-839-943","V0K 1X0","0.00","Road Access","House/Single Family","$55,000","0.84",,"6/7/2014","House/Single Family",,"RR2","$65,900"
"12","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260953396/0/60/45/22093c43b794a32add5f9167cbd49228/13/24a9b8fbc92d2e5dd13e7140f1ceb0fc/260953396.JPG","N235510","Residential Detached","S","3125 PURDEN SKI HILL ROAD","Purden","43","3","9999","0.00","Recreational","PG Rural East (Zone 80)","800-085-733","V2N 4V3","0.00",,,"$62,222","0.89","$59.89","6/6/2014","Recreational","0","SR1","$69,900"
"7","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260800882/0/60/45/6095552be77f5d23f7957542391a5f47/13/2cfcb1332a6cc5add75fe9aac3ae41a3/260800882.JPG","N233559","Residential Detached","S","37816-37836 CHRISTOFSEN ROAD","Hixon","108","3","9999","0.00","House with Acreage","PG Rural South (Zone 78)","011-377-780","V0K 1S0","0.00",,,"$65,000","0.81","$54.17","6/7/2014","House with Acreage","1","RR1","$79,960"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261021727/0/60/45/dbe90a919b428e8a154dfe8ec861425c/14/7096b22f855700b02a2c43e00cf06d16/261021727.JPG","H1402286","Residential Detached","S","214 45835 SLEEPY HOLLOW ROAD","Cultus Lake","10","2","2007","0.00","Manufactured","Cultus Lake","700-005-716","V2R 5A9","0.00",,,"$66,500","0.99","$71.97","6/7/2014","Manufactured","1","RMH","$67,500"
"9","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260758690/0/60/45/79f469a73d8168e363cb67f319c74a2d/15/5955715684b238f04afd453a34ee6938/260758690.JPG","F1402639","Residential Detached","S","46 8254 134 STREET","Queen Mary Park Surrey","127","2","1977","0.00","Manufactured","Surrey","900-523-909","V3W 6M2","0.00",,,"$69,900","1.00","$63.55","6/4/2014","Manufactured","1","MHP","$69,900"
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261022182/0/60/45/7b481b14c86b6ccf2f930c5ba8655af2/16/b4be86e36d2fd464ee2f5bf154cee8f2/261022182.JPG","V1067663","Residential Detached","S","232 HIAWATHA DRIVE","Park Royal","6","2","1967","0.00","Manufactured","West Vancouver","800-086-401","V7P 1E1","0.00",,,"$73,000","0.91","$121.67","6/5/2014","Manufactured","1","MHP","$79,900"
"15","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261013127/0/60/45/1825d9bc7532c5b3686e606fad0b9f93/16/c287bf1b994d85ee1f34dc7e9fde33fa/261013127.JPG","V1066986","Residential Detached","S","5W 8191 RIVER ROAD","West Cambie","9","1","1972","0.00","House/Single Family","Richmond","800-086-299","V6X 1X8","0.00",,,"$75,000","0.88","$159.57","6/5/2014","House/Single Family","1","MARINA","$84,900"
"9","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260449043/0/60/45/088781f249e2be6fddcd6efa3ed0804e/15/2932154cae121c2dc823aff3e9942f0e/260449043.JPG","F1318633","Residential Attached","S","209 32885 GEORGE FERGUSON WAY","Central Abbotsford","305","2","1983","0.00","Apartment/Condo","Abbotsford","001-869-957","V2S 7X1",,,,"$80,000","0.97","$92.38","6/3/2014","Apartment/Condo","1","MF","$82,500"
