"PicCount","Pics","ML #","Prop Type","Status","Address","S/A","DOM","Tot BR","Yr Blt","Lot Sz(SF)","TypeDwel","Area","P.I.D.#","Postal Code","Frontage - Feet","Access to Property","Permitted Land Use","Sold Price","SP/LP Ratio","Sold Price per SqFt","Sold Date","Type","Total Baths","Zoning","List Price"
"5","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260412697/0/60/45/cba46c7a450f88aa5f50a48237119bea/15/d7ddd9d7530cd6241946e3a5ea652729/260412697.JPG","F1317207","Residential Detached","S","14 7790 KING GEORGE BOULEVARD","East Newton","329","2","1975","0.00","Manufactured","Surrey","900-567-345","V3W 5Y4","30.00",,,"$17,750","0.90","$24.65","6/11/2014","Manufactured","1","MHP","$19,800"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/258501488/0/60/45/244a36f1d85117a6fc3325ac3bf9a140/13/1d5675c5ab79dfe63a275f57239d53f8/258501488.JPG","N207517","Land Only","S","LOT 83 JULSRUD ROAD","Deka/Sulphurous/Hathaway Lakes","1200",,,"0.00",,"100 Mile House (Zone 10)","002-517-736","V0K 1X0",,"Road Access","House/Single Family","$23,500","0.91",,"6/9/2014","House/Single Family",,"R1","$25,800"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260964098/0/60/45/f0d6243ed7473d547a2d6846ff0dcc7d/13/5fcda2d63c44b7250cf1ef4066654bfb/260964098.JPG","N235642","Land Only","S","LOT 20 CRANBERRY ROAD","Shelley","35",,,"0.00",,"PG Rural East (Zone 80)","007-527-551","V2K 5E6","102.00","Road Access","House/Single Family","$25,000","0.84",,"6/10/2014","House/Single Family",,"SH","$29,900"
"19","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260738622/0/60/45/a469254d2b4eb863e2c2aa2bd90c472c/14/e6f64301148d27813aea7674f3927c51/260738622.JPG","H1400280","Residential Detached","S","18 62780 FLOOD HOPE ROAD","Hope Center","140","2","2004","0.00","Manufactured","Hope","762-780-543","V0X 1L2","0.00",,,"$30,000","0.75","$35.71","6/11/2014","Manufactured","1","RMH","$39,999"
"3","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261011430/0/60/45/ac1e2d589e7522bca56b21f7e643da21/13/90adb339e01c4371f3402ee69e2a6a0c/261011430.JPG","N236344","Land Only","S","900 JUBILEE DRIVE","Port Edward","15",,,"6,300.00",,"Prince Rupert (Zone 52)","005-991-161","V0V 1G0","63.00","Road Access","House/Single Family","$36,000","0.90","$5.71","6/6/2014","House/Single Family",,"R1","$40,000"
"10","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261051756/0/60/45/6ce77d46b123c7a81ad873a1d16318dd/15/209bf35dce88b6f9eb86c3b10e91413e/261051756.JPG","F1414738","Residential Detached","S","139 3665 244TH STREET","Otter District","1","2","1980","0.00","Manufactured","Langley","900-571-426","V2Z 1N1","0.00",,,"$40,000","0.93","$43.29","6/7/2014","Manufactured","1","MHP","$42,900"
"11","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261040337/0/60/45/3ab858af44c30b5bb549fae56472b162/14/92ab3eefd34dd9be7370e72ec10aac6e/261040337.JPG","H1402409","Residential Detached","S","132 6338 VEDDER ROAD","Sardis East Vedder Rd","1","2","1978","0.00","Manufactured","Sardis","700-007-880","V2R 1A1","0.00",,,"$42,500","0.95","$46.00","6/6/2014","Manufactured","1","MHP","$44,900"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261029144/0/60/45/2fe6a19512a8bcbc7d5ac00eda12de06/13/0325394b6beca25009c3e3a3c7bb2694/261029144.JPG","N236616","Land Only","S","482 N BLACKBURN ROAD","North Blackburn","15",,,"0.00",,"PG City South East (Zone 75)","012-850-985","V2N 6B6","0.00","Road Access","House/Single Family","$42,500","0.95",,"6/10/2014","House/Single Family",,"RS1M","$44,900"
"2","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260921725/0/60/45/e85817a73566f156eb11af7b8882ce22/13/3ed532e95fe5b377c886e1b6d2f2b7af/260921725.JPG","N235054","Land Only","S","7757 OPAL DRIVE","Emerald","55",,,"0.00",,"PG City North (Zone 73)","008-924-449","V2K 3L9","90.54","Road Access","Mixed","$43,000","0.72",,"6/11/2014","Mixed",,"RS1M","$59,900"
"9","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260913754/0/60/45/42854b78fe1de431aee46b7a136042ff/13/7f784d19b6d27daff0d3e41dfb26f23d/260913754.JPG","N234982","Residential Detached","S","49530 LLOYD DRIVE","Cluculz Lake","61","2","9999","34,875.00","Recreational","PG Rural West (Zone 77)","011-364-815","V0J 3A3","0.00",,,"$49,000","0.89","$75.85","6/11/2014","Recreational","0","R4","$54,900"
