"PicCount","Pics","ML #","Prop Type","Status","Address","S/A","DOM","Tot BR","Yr Blt","Lot Sz(SF)","TypeDwel","Area","P.I.D.#","Postal Code","Frontage - Feet","Access to Property","Permitted Land Use","Sold Price","SP/LP Ratio","Sold Price per SqFt","Sold Date","Type","Total Baths","Zoning","List Price"
"5","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260803197/0/60/45/411d163d27a75bc1a83ec006f5805cb2/15/4944e45785fbc28faffd7a1adbfd93ba/260803197.JPG","F1404653","Residential Detached","S","170 7790 KING GEORGE BOULEVARD","East Newton","76","2","1974","0.00","Manufactured","Surrey","900-546-158","V3W 5Y4","0.00",,,"$8,000","0.62","$9.76","5/8/2014","Manufactured","1","RMM","$12,999"
"5","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260822483/0/60/45/13b145e4a66cdb1ba283ad6a71b221dc/13/644b6b09a1e1ec98b952b3c2d8295371/260822483.JPG","N233780","Residential Detached","S","223 5130 NORTH NECHAKO ROAD","Nechako Bench","68","2","1977","0.00","Manufactured","PG City North (Zone 73)","800-084-242","V2K 4W3","0.00",,,"$25,000","0.78","$27.47","5/7/2014","Manufactured","2","RS5","$31,900"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260068572/0/60/45/dd9d6caa4f5e8591826caf06cd63c583/13/2be614b7d495509bd488c2bf67f647fa/260068572.JPG","N224840","Land Only","S","LOT 11 BAYVIEW ROAD","Fraser Lake","451",,,"0.00",,"Vanderhoof And Area (Zone 56)","006-026-826","V0J 3A0","177.00","Road Access",,"$26,000","0.65",,"5/12/2014","Other",,"R-4","$39,900"
"2","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260807907/0/60/45/61e89c221811aa9c6a89209a9111ba44/13/6b823f7396ae0ec37863c2be276fb96a/260807907.JPG","N233628","Land Only","S","4758 POLLARD ROAD","Quesnel - Rural North","76",,,"0.00",,"Quesnel (Zone 28)","004-394-941","V2J 6X5","0.00","Road Access","House/Single Family","$27,000","0.77",,"5/12/2014","House/Single Family",,"RR2","$35,000"
"7","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260961302/0/60/45/da7fe73aade73743d95c68b388b1869b/14/0492dd89c8045dd616e6e87f09324167/260961302.JPG","N235605","Land Only","S","ROSS MEADOW ROAD","Williams Lake - Rural West","2",,,"0.00",,"Williams Lake (Zone 27)","015-234-428","V2G 3A7","0.00","Mixed",,"$27,200","1.00",,"5/7/2014","Other",,"R1","$27,200"
"12","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260890409/0/60/45/88531f3122588208f316b5cfcae14639/16/89a39d23d6bb53210ff16392ed0e1d81/260890409.JPG","V1056742","Residential Detached","S","289 201 CAYER STREET","Maillardville","35","2","1972","0.00","Manufactured","Coquitlam","800-084-984","V3K 5A9",,,,"$30,000","0.86","$39.06","5/8/2014","Manufactured","1","RMH-1","$35,000"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260448778/0/60/45/152974ecfaa31d4b227658030711b337/13/da36d49e31ea2963d9f348d3861debc1/260448778.JPG","N229945","Land Only","S","LOT 2 E 16 HIGHWAY","Burns Lake - Rural East","285",,,"0.00",,"Burns Lake (Zone 55)","029-086-671","V0J 1E0","0.00","Road Access","House/Single Family","$33,750","0.87",,"5/10/2014","House/Single Family",,"H-1","$39,000"
"8","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260916004/0/60/45/7b988555380406f4d5615cfd2a05fa3b/15/590035b511652ff070bc592260ac355d/260916004.JPG","H1401523","Land Only","S","49600 CHAUMOX ROAD","Boston Bar - Lytton","29",,,"571,943.00",,"Hope","014-632-292","V0X 1K0",,"Road Access",,"$35,000","0.88","$0.06","5/8/2014","Other",,"RR4","$39,800"
"5","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260934622/0/60/45/22790a9bedf6c08b9bb69e333e716127/13/71ab1c988964eeff1ae7cf73df61bb4e/260934622.JPG","N235222","Land Only","S","LOT 1 BRADFORD ROAD","Bouchie Lake","15",,,"0.00",,"Quesnel (Zone 28)","023-184-990","V2J 7B4","0.00","Road Access","House/Single Family","$41,000","0.82",,"5/9/2014","House/Single Family",,"RR1","$49,900"
"5","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260966733/0/60/45/58f0ec2e178ada2293b1a12483d9e453/13/372a67830b3280ab485a9aeb8358976e/260966733.JPG","N235680","Land Only","S","LOT 5 CHESTNUT STREET","Telkwa","8",,,"11,216.00",,"Smithers And Area (Zone 54)","023-572-175","V0J 2X0","68.50","Road Access","House/Single Family","$42,000","0.93","$3.74","5/10/2014","House/Single Family",,"R-4","$45,000"
"12","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260731303/0/60/45/b7a1ce3cf98f77b83d408963d6d2f330/13/fd6377df0f2d8f85c4be0cf1f00b8bc8/260731303.JPG","N232895","Residential Detached","S","19 2401 LARCH AVENUE","Quesnel - Town","109","2","1975","0.00","Manufactured","Quesnel (Zone 28)","800-083-039","V2J 7A3","0.00",,,"$43,000","0.88","$48.86","5/9/2014","Manufactured","1","MHP","$49,000"
"5","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260598957/0/60/45/f7c1243e4f5098ec42929d593ec68ec3/13/3f820641618b0e6ac47df6c005807861/260598957.JPG","N231695","Residential Detached","S","3837 ALDERWOOD COURT","Mount Alder","202","2","1965","0.00","Manufactured with Land","PG City North (Zone 73)","010-769-145","V2K 1N4","0.00",,,"$44,000","0.96","$80.29","5/8/2014","Manufactured with Land","1","RS1M","$45,900"
"10","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260703947/0/60/45/38552740069d6dc3c1f5d5121e991329/16/acdf8b673101b106fa739e65a534fcc1/260703947.JPG","V1039859","Residential Detached","S","140 201 CAYER STREET","Maillardville","126","2","1972","0.00","Manufactured","Coquitlam","800-082-629","V3K 5A9",,,,"$45,000","0.90","$46.88","5/8/2014","Manufactured","1","RMH-1","$49,900"
"15","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260879265/0/60/45/768d814dd458de50737a471337662cb4/16/3f52ec3d92d0bc4c81d92ae9c55dfbf5/260879265.JPG","V1055865","Residential Detached","S","301 201 CAYER STREET","Maillardville","37","2","1974","0.00","Manufactured","Coquitlam","800-084-870","V3K 5A8","36.00",,,"$46,100","1.00","$52.63","5/7/2014","Manufactured","2","MHP","$46,100"
"15","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260936532/0/60/45/e83e4564089ea0d67991952cf8701065/15/9951c45c5178feb936708a0a19908340/260936532.JPG","F1410184","Residential Detached","S","100 2315 198 STREET","Brookswood Langley","14","2","1983","3,565.00","Manufactured","Langley","900-570-906","V2Z 1Z1","31.00",,,"$49,500","1.00","$52.00","5/7/2014","Manufactured","1","MHP","$49,500"
"17","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260909077/0/60/45/d25e14f40027f23e380184250feae0b7/13/6feccf86716c80514296e86a12eb5eec/260909077.JPG","N234921","Residential Detached","S","31 803 HODGSON ROAD","Esler/Dog Creek","28","2","1994","0.00","Manufactured","Williams Lake (Zone 27)","800-085-261","V2G 3R2","0.00",,,"$52,000","0.95","$56.28","5/9/2014","Manufactured","1","MHP","$54,900"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260068602/0/60/45/12ce84722e64ca11c725cef23a376bf6/13/c80507c964422b2c36ebbe7a8ed1a595/260068602.JPG","N224842","Land Only","S","LTS 9- 10 BAYVIEW ROAD","Fraser Lake","451",,,"0.00",,"Vanderhoof And Area (Zone 56)","006-026-796","V0J 3A0","4,269.00","Road Access",,"$54,000","0.98",,"5/12/2014","Other",,"R-4","$55,000"
"17","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260957654/0/60/45/5a1872c219ea10fd1534856ae5c05c9d/15/a628e3218df2c9696eba51a83f1f205e/260957654.JPG","F1411070","Residential Detached","S","8 41711 TAYLOR ROAD","Dewdney Deroche","10","3","1968","0.00","Manufactured","Mission","900-571-002","V0M 1G0","0.00",,,"$55,000","0.92","$39.01","5/12/2014","Manufactured","1","MHP","$59,900"
"12","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260875565/0/60/45/1576703c69ef06bc59623268b6adec1a/13/15d7dc8eeb5885e0ca4a0e1dc88a4317/260875565.JPG","N234472","Residential Detached","S","20 3889 MULLER AVENUE","Thornhill","40","3","1980","0.00","Manufactured","Terrace (Zone 88)","800-084-833","V8G 4L2",,,,"$62,500","1.00","$54.59","5/10/2014","Manufactured","2","R1","$62,500"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260167605/0/60/45/22dd99acb09068ed012efa2ed744d26d/13/e9e0c24cb96a746be703443646335f11/260167605.JPG","N225965","Land Only","S","LOT 1 POOLEY ROAD","Buckhorn","401",,,"0.00",,"PG Rural South (Zone 78)","028-737-997","V2N 5V5",,"Road Access","Mixed","$63,000","0.80",,"5/9/2014","Mixed",,"RR1","$78,500"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260169953/0/60/45/4025f74fd2dca4d76f93eb15cdf5df4e/13/8e6576ac79bd6743b2cfe753d233ccb2/260169953.JPG","N225991","Land Only","S","LOT 2 POOLEY ROAD","Pineview","401",,,"0.00",,"PG Rural South (Zone 78)","028-738-004","V2N 5V5","0.00","Road Access","Mixed","$63,000","0.80",,"5/9/2014","Mixed",,"RR1","$78,500"
"7","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/258994218/0/60/45/6dae2920cddb2f126b67f9a598528080/13/64b6fd4ea4308cf3a0d9268e1abc5b1a/258994218.JPG","N213503","Residential Detached","S","490 HARTLEY STREET","Quesnel - Town","970","2","9999","0.00","House/Single Family","Quesnel (Zone 28)","004-431-936","V2J 1W6","33.00",,,"$63,000","0.97","$87.02","5/12/2014","House/Single Family","1","RS2","$64,999"
"7","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260884189/0/60/45/ee92ff3e62852bd96425cc4a594fd9c8/14/2f40d16d07e9960aff5a926630c11ed4/260884189.JPG","H1401254","Residential Detached","S","1 52324 YALE ROAD","Rosedale Popkum","37","3","1976","0.00","Manufactured","Rosedale","752-324-603","V0X 1X1","0.00",,,"$65,000","0.81","$48.36","5/8/2014","Manufactured","2","RMH","$79,900"
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260843655/0/60/45/4a91018bb62bd3c26bbdf5fc6ab5371f/13/8113c18d3e27f176ca759a6174d21f06/260843655.JPG","N234065","Residential Detached","S","307 W 8TH AVENUE","Prince Rupert - City","53","2","9999","0.00","House/Single Family","Prince Rupert (Zone 52)","012-604-780","V8J 2P6","50.00",,,"$66,500","0.87","$101.99","5/8/2014","House/Single Family","1","R-1","$76,500"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260921750/0/60/45/5f065d8a4a749cd071c42238e54b9469/13/0527ebfe705e9f925dbed688e114e792/260921750.JPG","N235055","Multifamily","S","2150-2160 OAK STREET","VLA","22","3","1971","6,010.00","Duplex","PG City Central (Zone 72)","014-170-230","V2L 1Z7","50.00",,,"$70,000","0.88","$19.71","5/8/2014","Duplex","2","RT2","$79,900"
"2","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260359917/0/60/45/2bc0b6ee1e640e1280c7819dd1337992/13/e4add1344096c61c45b6a4142d556ac7/260359917.JPG","N228755","Land Only","S","8140 WESTCREST DRIVE","Cranbrook Hill","320",,,"0.00",,"PG City West (Zone 71)","015-655-644","V2M 7C8","0.00","Road Access","House/Single Family","$71,000","0.89",,"5/8/2014","House/Single Family",,"AF02","$79,960"
"4","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260467006/0/60/45/e7faa238297c6d8e2b8af07ba808a885/13/0d3f757b039e37d691e56cee6b91e34b/260467006.JPG","N230186","Land Only","S","470 WAINWRIGHT STREET","Crescents","269",,,"6,600.00",,"PG City Central (Zone 72)","009-646-728","V2M 2C4","0.00","Road Access","House/Single Family","$72,500","0.81","$10.98","5/9/2014","House/Single Family",,"RS-2","$89,900"
"10","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260763573/0/60/45/25df6793b20bd188a98841ada1df8a7d/14/68bbfe58c85a3289ce4639f1b54970d6/260763573.JPG","F1402832","Land Only","S","130 14500 MORRIS VALLEY ROAD","Lake Errock","92",,,"6,189.00",,"Mission","026-412-071","V0M 1A1","59.00","Road Access","House/Single Family","$77,500","0.97","$12.52","5/6/2014","House/Single Family",,"PRD 1","$79,900"
"15","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260836505/0/60/45/da19652a11f1e45aba304298a1969187/13/7ccf07ec691e2fb5ff495ba15e756aa5/260836505.JPG","N233954","Residential Attached","S","F34 1900 STRATHCONA AVENUE","VLA","59","3","1964","0.00","Townhouse","PG City Central (Zone 72)","018-435-017","V2L 2V9",,,,"$80,000","0.94","$48.48","5/9/2014","Townhouse","2","D701","$84,900"
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260793655/0/60/45/60898353c7fe006c10f5d9f9b8e26079/15/e4bc98115fc78acb0503b86075586128/260793655.JPG","F1404211","Residential Detached","S","97 2315 198 STREET","Brookswood Langley","84","3","1981","0.00","Manufactured","Langley","900-570-189","V2Z 1Z1","0.00",,,"$85,000","0.95","$72.03","5/12/2014","Manufactured","2","MHP","$89,900"
"6","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260814499/0/60/45/cee45737d4c522e1d1036f4fa40ad485/13/e27a6fa8e762d3218539d65af30df102/260814499.JPG","N233701","Residential Detached","S","3751 EMERALD CRESCENT","Lac la Hache","70","2","9999","0.00","House/Single Family","100 Mile House (Zone 10)","009-450-076","V0K 1T1","0.00",,,"$86,000","0.87","$86.00","5/9/2014","House/Single Family","1","R1","$99,000"
"12","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260798944/0/60/45/ceaf00b00da8b65a638c23cb1f845f25/15/922bc43fc025df0e8c08aa620608a261/260798944.JPG","F1404481","Residential Attached","S","106 33030 GEORGE FERGUSON WAY","Central Abbotsford","77","2","1988","0.00","Apartment/Condo","Abbotsford","011-400-307","V2S 6Y2",,,,"$86,900","0.97","$74.91","5/8/2014","Apartment/Condo","2","MFD","$89,900"
