"PicCount","Pics","ML #","Prop Type","Status","Address","S/A","DOM","Tot BR","Yr Blt","Lot Sz(SF)","TypeDwel","Area","P.I.D.#","Postal Code","Frontage - Feet","Access to Property","Permitted Land Use","Sold Price","SP/LP Ratio","Sold Price per SqFt","Sold Date","Type","Total Baths","Zoning","List Price"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260854093/0/60/45/b5101a2ed0236db33a94612441420610/13/9fc50d99bc6d828420a47d3b822d9326/260854093.JPG","N234174","Land Only","S","6 BERYL PRAIRIE ROAD","Hudsons Hope","181",,,"0.00",,"Fort St. John (Zone 60)","011-693-479","V0C 1V0",,"Road Access",,"$30,000","0.75",,"9/15/2014","Other",,"RU2","$39,900"
"9","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261236415/0/60/45/323eaab187c807a4510e804393388900/15/d8753ff22b89eb6ed2265eadcc38a49e/261236415.JPG","F1422027","Residential Detached","S","97 8560 156 STREET","Fleetwood Tynehead","4","2","1976","0.00","Manufactured","Surrey","900-572-431","V3S 5K4",,,,"$30,000","0.87","$41.67","9/12/2014","Manufactured","1","MHP","$34,500"
"6","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261057321/0/60/45/a58756cb3be57334940765763b110962/16/82063d2dd07edfed1b11b5596133f960/261057321.JPG","V1070487","Residential Detached","S","95 201 CAYER STREET","Maillardville","102","3","9999","0.00","Manufactured","Coquitlam","800-086-924","V3K 5A9",,,,"$35,502","1.00","$41.09","9/18/2014","Manufactured","1","MHP","$35,500"
"10","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261226738/0/60/45/5a2a52a8f714c2079db4ce592cff4153/16/ca22003edef6dcced58e5a8dddfad419/261226738.JPG","V1083077","Residential Detached","S","33 201 CAYER STREET","Maillardville","12","3","9999","0.00","Manufactured","Coquitlam","800-088-584","V3K 5A9","0.00",,,"$36,500","0.92","$34.56","9/11/2014","Manufactured","1","MHP","$39,500"
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260956128/0/60/45/4ddfa93652e04142e03c0c82b168ac11/15/91f420e5ad53b91cc08671e6c2b0d50e/260956128.JPG","F1411007","Residential Detached","S","20 24330 FRASER HIGHWAY","Otter District","135","2","1975","0.00","Manufactured","Langley","900-569-180","V2Z 1N2","0.00",,,"$37,500","0.94","$50.74","9/16/2014","Manufactured","1","MHP","$39,900"
"9","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261016657/0/60/45/3a2ed5e8004b80d4cf09f08a496a229d/13/18574de5779f966467e31e131e47c0d9/261016657.JPG","N236440","Land Only","S","DISCOVERY ROAD","Chief Lake Road","113",,,"0.00",,"PG Rural North (Zone 76)","005-221-528","V2K 5N8","0.00","Mixed",,"$40,000","0.94",,"9/18/2014","Other",,"RU 1/2","$42,500"
"10","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261171753/0/60/45/805c542b8ac0c3b15335ec0f306f89d2/13/24ad3e3e8ac0f46de551923173e40560/261171753.JPG","N238779","Land Only","S","LOT A QUICK STATION ROAD","Smithers - Rural","39",,,"0.00",,"Smithers And Area (Zone 54)","024-839-841","V0J 2X2","0.00","Road Access","House/Single Family","$44,500","0.89",,"9/13/2014","House/Single Family",,"H1","$49,900"
"6","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260933875/0/60/45/3b1573dd3b1df2ef3a24b21ec97faa86/16/2b61540d0a4d7ca84fd19fc270b70b39/260933875.JPG","F1410067","Land Only","S","224 8400 SHOOK ROAD","Hatzic","148",,,"2,030.00",,"Mission","900-570-894","V2V 7N1",,"Road Access","Recreational","$45,000","0.82","$22.17","9/11/2014","Recreational",,"REC","$54,900"
"12","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261243502/0/60/45/b25db8f8319cdb89a12f026f625b919e/14/afa8501a90e97889e9fe2f9435b3d78f/261243502.JPG","H1403705","Residential Attached","S","209 9175 MARY STREET","Chilliwack W Young-Well","10","1","1976","0.00","Apartment/Condo","Chilliwack","001-494-112","V2P 4H7",,,,"$45,000","1.00","$66.08","9/18/2014","Apartment/Condo","1","R6","$45,000"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260578491/0/60/45/e9a511e4b6725ba423baf76b7cf0a4ed/15/a743a484c62068b6d5cd776c23a60e22/260578491.JPG","H1303898","Land Only","S","776 RIVER PARADE ROAD","Hope Center","344",,,"7,200.00",,"Hope","004-854-845","V0X 1L4","72.00","Allowed Access",,"$45,600","1.14","$6.33","9/16/2014","Other",,"RS1","$40,000"
