"psl_id";"mls";"prop_type";"status";"address";"area";"sub_area";"type_of_dwelling";"sold_price";"list_price";"days_to_sold";"tot_bedrooms";"year_built";"lot_sz_sqft";"sold_date";"pid";"prev_price";"frontage_feet";"gross_tax";"lot_sz_acre";"strata_maint_fee";"days_on_market";"floor_area_fin_total";"no_floor_areas";"tot_baths";"num_of_kitchens";"fireplaces";"total_parking_places";"floor_area_fin_abv_main";"floor_area_fin_basem";"floor_area_fin_below_main";"floor_area_fin_main_fl";"floor_area_fin_main_grand_tot";"status_change_date";"entry_date";"list_date";"expiry_date";"cancel_effective_date_date";"cancel_effective_date";"cancel_protection_date";"postal_code";"ofc_name";"office_code";"list_agent_fname";"list_sales_rep_1_user_code";"list_agent_1_email";"list_agent_1_phone";"list_agent_1_web_page";"list_2_office_name";"list__firm_2_office_code";"list_firm_2_office_code";"list_sales_rep_2_full_name";"list_sales_rep_2_user_code";"list_sales_rep_2_email";"list_sales_rep_2_phone";"list_sales_rep_2_web_page";"selling_office_1_office_name";"selling_office_1_office_code";"sell_sales_rep_1_agent_full_name";"sell_sales_rep_1_agent_email";"sell_sales_rep_1_agent_phone";"sell_sales_rep_1_email";"sell_sales_rep_1_phone";"sell_sales_rep_1_user_code";"sell_sales_rep_1_web_page";"sell_office_2_office_name";"sell_office_2_office_code";"sell_sales_rep_2_agent_full_name";"sell_sales_rep_2_user_code";"sell_sales_rep_2_email";"sell_sales_rep_2_phone";"sell_sales_rep_2_web_page";"commission";"depth";"owner_name";"locker";"realtor_remarks";"public_remarks";"maint_fee_includes";"legal_description";"legal_description_2";"water_supply";"amenities";"bylaw_restrict";"restrictions";"occupancy";"building_only";"address_list_id";"latitude";"longitude";"rets_int_id";"prov_state";"view";"features_incl";"site_influences";"city";"pic_count";"tiny_thumb";"tiny_thumbs_arr";"med_thumbs_arr";"date_of_update";"lnd";"ths";"sfh";"apt";"rrn";"psl";"sfd";"ret";"ofw";"bfs";"cls";"mfd";"hsc";"location_v";"address_street";"pics";"zoning";"permitted_land_use";"access_to_property";"sp_lp_ratio";"sold_price_per_sqft";"type"
"207657";"F1425293";"Residential Attached";"Sold";"201 15388 105TH AVENUE";"North Surrey";"Guildford";"Apartment/Condo";"172000.00";"172000.00";"5";"1";"2014";"0";"2014-10-25";"029-292-751";"0.00";"0.00";"0.00";"0.00";"0.00";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"V3R 0C4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0.0000000000";"0.0000000000";"0";"";"";"";"";"";"12";"";"{}";"{}";"2018-07-25 13:47:37.020257-07";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"";"";"//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261324485/0/60/45/200dd963b8b0b33d067de6a8050172b5/15/4d851356bd63653a2d8682c6c195aa7b/261324485.JPG";"CD";"";"";"0.96";"296.04";"Apartment/Condo"
"207658";"F1425308";"Residential Detached";"Sold";"2626 ST GALLEN WAY";"Abbotsford";"Abbotsford East";"House/Single Family";"415900.00";"415900.00";"7";"4";"1983";"0";"2014-10-23";"003-494-411";"0.00";"79.00";"0.00";"0.00";"0.00";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"V3G 1C3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0.0000000000";"0.0000000000";"0";"";"";"";"";"";"20";"";"{}";"{}";"2018-07-25 13:47:37.020257-07";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"";"";"//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261324805/0/60/45/13428f28bd0d764283c421ca3d25cbad/15/0ab4d275d198159fde3c16e3dab1ec68/261324805.JPG";"RS2";"";"";"1.00";"121.96";"House/Single Family"
"207659";"F1425309";"Residential Attached";"Sold";"208 15428 31ST AVENUE";"South Surrey White Rock";"Grandview Surrey";"Apartment/Condo";"269900.00";"269900.00";"15";"2";"2012";"0";"2014-10-25";"028-853-016";"0.00";"0.00";"0.00";"0.00";"0.00";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"V3S 3W4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0.0000000000";"0.0000000000";"0";"";"";"";"";"";"19";"";"{}";"{}";"2018-07-25 13:47:37.020257-07";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"";"";"//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261324789/0/60/45/6e90f95b0b9fc7168a52dcf2ebe5a89c/15/9d4bbfd80e8b99062cfb97977512d68e/261324789.JPG";"CD";"";"";"0.96";"287.13";"Apartment/Condo"
"207660";"F1425311";"Residential Detached";"Sold";"10526 ARBUTUS WYND";"North Surrey";"Fraser Heights";"House/Single Family";"598000.00";"598000.00";"5";"3";"1989";"0";"2014-10-20";"008-816-077";"0.00";"62.00";"0.00";"0.00";"0.00";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"V4N 1W7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0.0000000000";"0.0000000000";"0";"";"";"";"";"";"20";"";"{}";"{}";"2018-07-25 13:47:37.020257-07";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"";"";"//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261324833/0/60/45/79ecf192def0f8dddb86605f87ff1631/16/3b69cefb1929e980fa09cc3cfd721832/261324833.JPG";"SFR";"";"";"1.00";"290.57";"House/Single Family"
"207661";"F1425340";"Residential Detached";"Sold";"32163 BUECKERT AVENUE";"Mission";"Mission BC";"House/Single Family";"375000.00";"375000.00";"7";"2";"9999";"0";"2014-10-23";"024-655-635";"0.00";"122.80";"0.00";"0.00";"0.00";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"V2V 1L6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0.0000000000";"0.0000000000";"0";"";"";"";"";"";"0";"";"{}";"{}";"2018-07-25 13:47:37.020257-07";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"";"";"//cdnparap130.paragonrels.com/ParagonImages/Static/60/45/1dbcd38db8d1129a033b8c2f4da344ac/NoPhotoAvailable.jpg";"R558";"";"";"0.95";"340.91";"House/Single Family"
"207662";"F1425347";"Residential Attached";"Sold";"15 2168 150A STREET";"South Surrey White Rock";"Sunnyside Park Surrey";"Townhouse";"645000.00";"645000.00";"5";"3";"1997";"0";"2014-10-21";"023-513-209";"0.00";"0.00";"0.00";"0.00";"0.00";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"V4A 9W4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0.0000000000";"0.0000000000";"0";"";"";"";"";"";"19";"";"{}";"{}";"2018-07-25 13:47:37.020257-07";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"";"";"//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261325627/0/60/45/4bf1268627f977fb34256c460c4e9146/15/acfb358b24daee7bc81b535874617f34/261325627.JPG";"MF";"";"";"0.99";"341.45";"Townhouse"
"207663";"F1425349";"Residential Attached";"Sold";"229 31955 OLD YALE ROAD";"Abbotsford";"Abbotsford West";"Apartment/Condo";"116750.00";"116750.00";"11";"2";"1985";"0";"2014-10-26";"001-204-254";"0.00";"0.00";"0.00";"0.00";"0.00";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"V2T 4N1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0.0000000000";"0.0000000000";"0";"";"";"";"";"";"20";"";"{}";"{}";"2018-07-25 13:47:37.020257-07";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"";"";"//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261325696/0/60/45/4744d0d9a2ad46fca8de6edaa88ebb3d/14/fb9bc52148ebd7566910acd265227f1a/261325696.JPG";"RMH";"";"";"0.94";"124.73";"Apartment/Condo"
"207664";"F1425355";"Residential Detached";"Sold";"4493 217A STREET";"Langley";"Murrayville";"House/Single Family";"705000.00";"705000.00";"4";"3";"1992";"0";"2014-10-21";"017-428-700";"0.00";"65.95";"0.00";"0.00";"0.00";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"V3A 8E7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0.0000000000";"0.0000000000";"0";"";"";"";"";"";"19";"";"{}";"{}";"2018-07-25 13:47:37.020257-07";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"";"";"//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261325633/0/60/45/e36a8b1a1666a7c46c866690ce6c2f0d/16/04a05b457f6085d5386db24a5b28a439/261325633.JPG";"R-1D";"";"";"1.01";"367.00";"House/Single Family"
"207665";"F1425362";"Residential Detached";"Sold";"27153 28B AVENUE";"Langley";"Aldergrove Langley";"House/Single Family";"365000.00";"365000.00";"0";"3";"1971";"0";"2014-10-19";"008-446-431";"0.00";"77.00";"0.00";"0.00";"0.00";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"V4W 3A5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0.0000000000";"0.0000000000";"0";"";"";"";"";"";"1";"";"{}";"{}";"2018-07-25 13:47:37.020257-07";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"";"";"//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261326112/0/60/45/06b07ee13584b3d6003f023529760129/15/54f31fd206e0a21edeac9b624972cdfa/261326112.JPG";"R-1B";"";"";"0.99";"260.71";"House/Single Family"
"207666";"F1425367";"Residential Detached";"Sold";"6114 136TH STREET";"Surrey";"Panorama Ridge";"House/Single Family";"785000.00";"785000.00";"6";"4";"1981";"0";"2014-10-21";"009-968-016";"0.00";"22.80";"0.00";"0.00";"0.00";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"V3X 1H5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0.0000000000";"0.0000000000";"0";"";"";"";"";"";"20";"";"{}";"{}";"2018-07-25 13:47:37.020257-07";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"";"";"//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261326158/0/60/45/5f28f9aa98f1ef91905ae23f91e069fc/15/d445b860720be079f3418a97812abc0c/261326158.JPG";"RES";"";"";"0.98";"285.04";"House/Single Family"
"207667";"F1425391";"Residential Detached";"Sold";"8973 MACKIE STREET";"Langley";"Fort Langley";"House/Single Family";"579000.00";"579000.00";"6";"3";"1971";"0";"2014-10-20";"002-962-276";"0.00";"66.00";"0.00";"0.00";"0.00";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"V1M 2R9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0.0000000000";"0.0000000000";"0";"";"";"";"";"";"0";"";"{}";"{}";"2018-07-25 13:47:37.020257-07";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"";"";"//cdnparap130.paragonrels.com/ParagonImages/Static/60/45/1dbcd38db8d1129a033b8c2f4da344ac/NoPhotoAvailable.jpg";"R1E";"";"";"1.01";"317.96";"House/Single Family"
"207673";"F1425414";"Residential Detached";"Sold";"3261 CHEAM DRIVE";"Abbotsford";"Abbotsford West";"House/Single Family";"394000.00";"394000.00";"5";"4";"1982";"0";"2014-10-22";"002-767-279";"0.00";"60.00";"0.00";"0.00";"0.00";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"V2T 4Y5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0.0000000000";"0.0000000000";"0";"";"";"";"";"";"20";"";"{}";"{}";"2018-07-25 13:47:37.020257-07";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"";"";"//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261327181/0/60/45/d29480ed13e25c1a3173306b958253fe/15/dd4087449926ef9d23c0e775db3b4036/261327181.JPG";"RS3";"";"";"1.01";"211.94";"House/Single Family"
"207674";"F1425424";"Residential Detached";"Sold";"9068 NASH STREET";"Langley";"Fort Langley";"House/Single Family";"580000.00";"580000.00";"1";"3";"1969";"0";"2014-10-21";"006-758-843";"0.00";"76.00";"0.00";"0.00";"0.00";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"V1M 2R6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0.0000000000";"0.0000000000";"0";"";"";"";"";"";"5";"";"{}";"{}";"2018-07-25 13:47:37.020257-07";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"";"";"//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261327551/0/60/45/c2c4c077b3cbdbe2b609d88b8e06efb0/15/99751b95af2ebdf1289cdcf220d340a2/261327551.JPG";"R-1E";"";"";"0.97";"231.35";"House/Single Family"
"207675";"F1425427";"Residential Detached";"Sold";"7896 PLOVER STREET";"Mission";"Mission BC";"House/Single Family";"320000.00";"320000.00";"4";"4";"1974";"0";"2014-10-24";"000-453-587";"0.00";"70.00";"0.00";"0.00";"0.00";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"V2V 5V9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0.0000000000";"0.0000000000";"0";"";"";"";"";"";"20";"";"{}";"{}";"2018-07-25 13:47:37.020257-07";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"";"";"//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261327631/0/60/45/7e2aab4b3659911912696e7f227ea6e3/15/d7538e9a5e12edd246b9e00cf7185d5b/261327631.JPG";"RS-1";"";"";"0.99";"148.01";"House/Single Family"
"207676";"F1425430";"Residential Detached";"Sold";"27850 WHISTLE DRIVE";"Abbotsford";"Aberdeen";"House/Single Family";"542000.00";"542000.00";"4";"4";"2002";"0";"2014-10-24";"025-348-213";"0.00";"39.00";"0.00";"0.00";"0.00";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"V4X 2R7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0.0000000000";"0.0000000000";"0";"";"";"";"";"";"20";"";"{}";"{}";"2018-07-25 13:47:37.020257-07";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"";"";"//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261327680/0/60/45/96a82ae68b4184631fcad0e11ce8f615/15/604291ceb6b4e94fe508779996937200/261327680.JPG";"RS3";"";"";"0.99";"147.93";"House/Single Family"
"207677";"F1425434";"Residential Detached";"Sold";"11154 BEVERLY DRIVE";"N. Delta";"Nordel";"House/Single Family";"522000.00";"522000.00";"7";"3";"1968";"0";"2014-10-25";"010-313-770";"0.00";"66.00";"0.00";"0.00";"0.00";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"V4C 3B4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0.0000000000";"0.0000000000";"0";"";"";"";"";"";"20";"";"{}";"{}";"2018-07-25 13:47:37.020257-07";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"";"";"//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261327719/0/60/45/8638841a0c8ab191b52618ee507161a6/15/47d1590861328bac211ebd220781eabe/261327719.JPG";"RS1";"";"";"0.98";"259.70";"House/Single Family"
"207678";"F1425444";"Residential Attached";"Sold";"809 13325 102A AVENUE";"North Surrey";"Whalley";"Apartment/Condo";"308053.00";"308053.00";"4";"1";"2013";"0";"2014-10-24";"029-045-801";"0.00";"0.00";"0.00";"0.00";"0.00";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"V3T 0J5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0.0000000000";"0.0000000000";"0";"";"";"";"";"";"1";"";"{}";"{}";"2018-07-25 13:47:37.020257-07";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"";"";"//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261327890/0/60/45/785b956a94d68626bbf7ef857500f549/16/9aa23380d8e502c413f7d3eb4293118b/261327890.JPG";"CD";"";"";"1.00";"488.20";"Apartment/Condo"
"207679";"F1425468";"Residential Attached";"Sold";"114 7848 209TH STREET";"Langley";"Willoughby Heights";"Townhouse";"329900.00";"329900.00";"0";"2";"2014";"0";"2014-10-19";"900-572-849";"0.00";"0.00";"0.00";"0.00";"0.00";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"V2Y 0M4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0.0000000000";"0.0000000000";"0";"";"";"";"";"";"7";"";"{}";"{}";"2018-07-25 13:47:37.020257-07";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"";"";"//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261328461/0/60/45/98a56df81e8e99e746f4fd3d159f34a9/16/7addc2044108957dd7f44eb07a27d876/261328461.JPG";"CD65";"";"";"1.00";"278.63";"Townhouse"
"207680";"F1425473";"Residential Detached";"Sold";"9 7891 211TH STREET";"Langley";"Willoughby Heights";"House/Single Family";"639700.00";"639700.00";"3";"4";"2013";"0";"2014-10-24";"028-942-426";"0.00";"0.00";"0.00";"0.00";"0.00";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"N0N 0N0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0.0000000000";"0.0000000000";"0";"";"";"";"";"";"20";"";"{}";"{}";"2018-07-25 13:47:37.020257-07";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"";"";"//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261328619/0/60/45/6b97da204d47ff8094c62e32aeb4402d/15/c0c13fac070537abbdb524a834ed3117/261328619.JPG";"CD-66";"";"";"1.00";"205.63";"House/Single Family"
"207681";"F1425474";"Residential Attached";"Sold";"42 8418 163RD STREET";"Surrey";"Fleetwood Tynehead";"Townhouse";"344000.00";"344000.00";"6";"3";"2010";"0";"2014-10-26";"028-186-664";"0.00";"0.00";"0.00";"0.00";"0.00";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"V4N 6K8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0.0000000000";"0.0000000000";"0";"";"";"";"";"";"18";"";"{}";"{}";"2018-07-25 13:47:37.020257-07";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"";"";"//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261328597/0/60/45/9bf941b261c9994408a0adb55afb80a8/15/07413da288d23a1de139c7a8af842701/261328597.JPG";"CD";"";"";"0.98";"242.08";"Townhouse"
"207682";"F1425476";"Residential Attached";"Sold";"805 9274 122ND STREET";"Surrey";"Queen Mary Park Surrey";"Townhouse";"209900.00";"209900.00";"6";"3";"1975";"0";"2014-10-26";"001-533-789";"0.00";"0.00";"0.00";"0.00";"0.00";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"V3V 4L5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0.0000000000";"0.0000000000";"0";"";"";"";"";"";"15";"";"{}";"{}";"2018-07-25 13:47:37.020257-07";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"";"";"//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261328628/0/60/45/d13e7bafb2422d7afb03ee117de1bda1/16/a5422e2eddbae5a2dfa52c4034f5588a/261328628.JPG";"RES";"";"";"1.00";"167.92";"Townhouse"
"207683";"F1425501";"Residential Attached";"Sold";"214 32175 OLD YALE ROAD";"Abbotsford";"Abbotsford West";"Apartment/Condo";"84000.00";"84000.00";"6";"2";"1974";"0";"2014-10-27";"001-154-729";"0.00";"0.00";"0.00";"0.00";"0.00";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"V2T 2C8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0.0000000000";"0.0000000000";"0";"";"";"";"";"";"16";"";"{}";"{}";"2018-07-25 13:47:37.020257-07";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"";"";"//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261329069/0/60/45/fcb9f76cf5d6f701a4fe7b75d6bb3f32/15/44e138cbba2653634268ccecf2789cf1/261329069.JPG";"RML";"";"";"0.88";"97.11";"Apartment/Condo"
"207684";"F1425504";"Residential Detached";"Sold";"10200 146TH STREET";"North Surrey";"Guildford";"House/Single Family";"430000.00";"430000.00";"7";"5";"1957";"0";"2014-10-24";"016-236-408";"0.00";"72.00";"0.00";"0.00";"0.00";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"V3R 3S9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0.0000000000";"0.0000000000";"0";"";"";"";"";"";"0";"";"{}";"{}";"2018-07-25 13:47:37.020257-07";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"";"";"//cdnparap130.paragonrels.com/ParagonImages/Static/60/45/1dbcd38db8d1129a033b8c2f4da344ac/NoPhotoAvailable.jpg";"RES";"";"";"0.94";"183.21";"House/Single Family"
