"mls";"prop_type";"status";"address";"area";"sub_area";"type_of_dwelling";"sold_price";"year_built";"days_to_sold";"tot_bedrooms";"sold_date";"postal_code"
"V1090207";"Residential Attached";"Sold";"711 428 W 8TH AVENUE";"Vancouver West";"Mount Pleasant VW";"Apartment/Condo";"589000.00";"1999";"5";"2";"2014-10-20";"V5Y 1N9"
"V1090218";"Residential Attached";"Sold";"804 1219 HARWOOD STREET";"Vancouver West";"West End VW";"Apartment/Condo";"185000.00";"1967";"6";"1";"2014-10-22";"V6E 1S5"
"V1090221";"Residential Detached";"Sold";"360 E 21ST STREET";"North Vancouver";"Central Lonsdale";"House/Single Family";"1385000.00";"2009";"11";"5";"2014-10-27";"V7L 3B8"
"V1090223";"Residential Detached";"Sold";"5308 LAUREL DRIVE";"Ladner";"Hawthorne";"House/Single Family";"722250.00";"1984";"6";"3";"2014-10-20";"V4K 4H8"
"V1090239";"Residential Attached";"Sold";"2709 233 ROBSON STREET";"Vancouver West";"Downtown VW";"Apartment/Condo";"430000.00";"2009";"7";"1";"2014-10-21";"V6B 0E8"
"V1090240";"Residential Attached";"Sold";"211 8988 HUDSON STREET";"Vancouver West";"Marpole";"Apartment/Condo";"320000.00";"2004";"6";"1";"2014-10-22";"V6P 6Z1"
"V1090247";"Residential Attached";"Sold";"A609 8311 CAMBIE ROAD";"Richmond";"West Cambie";"Apartment/Condo";"509900.00";"2014";"5";"2";"2014-10-19";"V0V 0V0"
"V1090269";"Residential Attached";"Sold";"A1207 8311 CAMBIE ROAD";"Richmond";"West Cambie";"Apartment/Condo";"488900.00";"2014";"5";"2";"2014-10-19";"V0V 0V0"
"V1090272";"Residential Detached";"Sold";"20567 118TH AVENUE";"Maple Ridge";"Southwest Maple Ridge";"House/Single Family";"535000.00";"2002";"4";"5";"2014-10-19";"V2X 2M5"
"V1090273";"Residential Detached";"Sold";"747 REGAL CRESCENT";"North Vancouver";"Princess Park";"House/Single Family";"1105000.00";"1976";"6";"6";"2014-10-22";"V7K 2X9"
"V1090279";"Residential Attached";"Sold";"3001 668 CITADEL PARADE";"Vancouver West";"Downtown VW";"Apartment/Condo";"415000.00";"2007";"8";"1";"2014-10-23";"V6B 1W6"
"V1090280";"Residential Detached";"Sold";"7828 13TH AVENUE";"Burnaby East";"East Burnaby";"House/Single Family";"1010000.00";"1989";"4";"6";"2014-10-20";"V3N 2E6"
"V1090317";"Residential Detached";"Sold";"6284 CEDARHURST STREET";"Vancouver West";"Kerrisdale";"House/Single Family";"4280000.00";"1940";"8";"3";"2014-10-23";"V6N 1H8"
"V1090318";"Residential Detached";"Sold";"1108 TALL TREE LANDING";"North Vancouver";"Canyon Heights NV";"House/Single Family";"1500000.00";"1959";"6";"5";"2014-10-22";"V7R 1W4"
"V1090321";"Residential Detached";"Sold";"1290 DURANT DRIVE";"Coquitlam";"Scott Creek";"House/Single Family";"779000.00";"1986";"7";"4";"2014-10-21";"V3B 6K9"
"V1090326";"Residential Attached";"Sold";"13 2979 PANORAMA DRIVE";"Coquitlam";"Westwood Plateau";"Townhouse";"542000.00";"1995";"4";"3";"2014-10-20";"V3E 2W8"
"V1090334";"Residential Detached";"Sold";"3225 E 44TH AVENUE";"Vancouver East";"Killarney VE";"House/Single Family";"1188000.00";"1996";"5";"5";"2014-10-21";"V5R 3B2"
"V1090340";"Residential Attached";"Sold";"39826 NO NAME RD ROAD";"Squamish";"Northyards";"Townhouse";"312000.00";"1975";"4";"3";"2014-10-20";"V0N 3G0"
"V1090341";"Residential Attached";"Sold";"416 2268 W BROADWAY";"Vancouver West";"Kitsilano";"Apartment/Condo";"428000.00";"2008";"6";"1";"2014-10-21";"V6K 0B2"
"V1090346";"Residential Detached";"Sold";"1448 HOCKADAY STREET";"Coquitlam";"Hockaday";"House/Single Family";"895000.00";"2005";"9";"7";"2014-10-25";"V3E 3T1"
"V1090352";"Residential Attached";"Sold";"607 2138 MADISON AVENUE";"Burnaby North";"Brentwood Park";"Apartment/Condo";"445000.00";"2006";"5";"2";"2014-10-20";"V5C 6T6"
"V1090360";"Residential Detached";"Sold";"2875 BANBURY AVENUE";"Coquitlam";"Scott Creek";"House/Single Family";"686000.00";"1986";"4";"5";"2014-10-20";"V3B 2V9"
"V1090385";"Residential Detached";"Sold";"721 SHAW AVENUE";"Coquitlam";"Coquitlam West";"House/Single Family";"838000.00";"9999";"6";"4";"2014-10-19";"V3K 2R7"
"V1090389";"Residential Attached";"Sold";"1807 1189 MELVILLE STREET";"Vancouver West";"Coal Harbour";"Apartment/Condo";"509000.00";"2007";"3";"1";"2014-10-19";"V6E 4T8"
"V1090391";"Residential Attached";"Sold";"209 5288 MELBOURNE STREET";"Vancouver East";"Collingwood VE";"Apartment/Condo";"288000.00";"1999";"5";"2";"2014-10-19";"V5R 6E6"
"V1090396";"Residential Detached";"Sold";"23 40137 GOVERNMENT ROAD";"Squamish";"Garibaldi Estates";"House/Single Family";"635000.00";"2009";"4";"3";"2014-10-20";"V8B 0N7"
"V1090403";"Residential Detached";"Sold";"2738 HORLEY STREET";"Vancouver East";"Collingwood VE";"House/Single Family";"907000.00";"1991";"11";"4";"2014-10-27";"V5R 4R8"
"V1090406";"Residential Detached";"Sold";"20252 HAMPTON STREET";"Maple Ridge";"Southwest Maple Ridge";"House/Single Family";"454000.00";"1989";"5";"5";"2014-10-20";"V2X 0M7"
"V1090417";"Residential Attached";"Sold";"102 38003 SECOND AVENUE";"Squamish";"Downtown SQ";"Apartment/Condo";"194500.00";"2006";"9";"1";"2014-10-25";"V0N 3G0"
"V1090418";"Residential Attached";"Sold";"101 2228 MARSTRAND AVENUE";"Vancouver West";"Kitsilano";"Apartment/Condo";"485000.00";"1998";"7";"1";"2014-10-23";"V6K 4T1"
"V1090431";"Residential Detached";"Sold";"860 WELLINGTON DRIVE";"North Vancouver";"Princess Park";"House/Single Family";"966000.00";"1983";"12";"4";"2014-10-27";"V7K 1K7"
"V1090435";"Residential Attached";"Sold";"2203 1055 HOMER STREET";"Vancouver West";"Yaletown";"Apartment/Condo";"870000.00";"2003";"7";"2";"2014-10-24";"V6B 1G3"
"V1090453";"Residential Detached";"Sold";"4333 PENDER STREET";"Burnaby North";"Willingdon Heights";"House/Single Family";"834800.00";"1960";"10";"4";"2014-10-27";"V5C 2M5"
"V1090454";"Residential Attached";"Sold";"310 6611 ECKERSLEY ROAD";"Richmond";"Brighouse";"Apartment/Condo";"412000.00";"2010";"3";"2";"2014-10-19";"V6Y 2L7"
"V1090456";"Residential Detached";"Sold";"765 E KINGS ROAD";"North Vancouver";"Princess Park";"House/Single Family";"935000.00";"1959";"3";"3";"2014-10-20";"V7K 1E4"
"V1090458";"Residential Detached";"Sold";"7071 WILLIAMS ROAD";"Richmond";"Broadmoor";"House/Single Family";"965000.00";"1965";"9";"5";"2014-10-24";"V7A 1E7"
"V1090470";"Residential Detached";"Sold";"3725 PUGET DRIVE";"Vancouver West";"Arbutus";"House/Single Family";"2910000.00";"1947";"10";"4";"2014-10-27";"V6L 2T8"
"V1090478";"Residential Attached";"Sold";"805 1288 ALBERNI STREET";"Vancouver West";"West End VW";"Apartment/Condo";"545000.00";"1998";"5";"2";"2014-10-20";"V6E 4N5"
"V1090506";"Residential Detached";"Sold";"262 HIAWATHA DRIVE";"West Vancouver";"Park Royal";"Manufactured";"89900.00";"9999";"8";"2";"2014-10-24";"V7P 1E1"
"V1090508";"Residential Detached";"Sold";"2354 KINGS AVENUE";"West Vancouver";"Dundarave";"House/Single Family";"2200000.00";"1942";"4";"6";"2014-10-21";"V7V 2C4"
"V1090515";"Residential Detached";"Sold";"6345 48A AVENUE";"Ladner";"Holly";"House/Single Family";"600000.00";"1990";"3";"3";"2014-10-20";"V4K 4W1"
"V1090522";"Residential Detached";"Sold";"1708 E 62ND AVENUE";"Vancouver East";"Fraserview VE";"House/Single Family";"1250000.00";"1990";"5";"7";"2014-10-22";"V5P 2L1"
"V1090568";"Residential Attached";"Sold";"401 1 E CORDOVA STREET";"Vancouver East";"Downtown VE";"Apartment/Condo";"367000.00";"1997";"9";"1";"2014-10-26";"V6A 4H3"
"V1090583";"Residential Detached";"Sold";"2607 SYLVAN DRIVE";"Sunshine Coast";"Roberts Creek";"House/Single Family";"404000.00";"9999";"7";"3";"2014-10-23";"V0N 2W4"
"V1090602";"Residential Attached";"Sold";"602 137 W 17TH STREET";"North Vancouver";"Central Lonsdale";"Apartment/Condo";"389200.00";"1997";"5";"2";"2014-10-22";"V7M 1V5"
"V1090636";"Residential Attached";"Sold";"9 1158 CARMEL PLACE";"Squamish";"Brackendale";"Townhouse";"410000.00";"1995";"6";"3";"2014-10-24";"V0N 1H0"
"V1090638";"Residential Detached";"Sold";"2167 W 36TH AVENUE";"Vancouver West";"Quilchena";"House/Single Family";"3350000.00";"1922";"7";"4";"2014-10-27";"V6M 1L3"
"V1090648";"Residential Detached";"Sold";"4166 ETON STREET";"Burnaby North";"Vancouver Heights";"House/Single Family";"883000.00";"1950";"6";"4";"2014-10-26";"V5C 1J9"
"V1090654";"Residential Attached";"Sold";"102E 3655 SHAUGHNESSY STREET";"Port Coquitlam";"Glenwood PQ";"Townhouse";"351000.00";"1981";"4";"3";"2014-10-24";"V3B 6C8"
"V1090657";"Residential Detached";"Sold";"10331 SWINTON CRESCENT";"Richmond";"McNair";"House/Single Family";"780000.00";"1957";"4";"3";"2014-10-24";"V7A 3S7"
"V1090668";"Residential Detached";"Sold";"310 WARREN AVENUE";"New Westminster";"Queens Park";"House/Single Family";"888000.00";"1904";"7";"4";"2014-10-27";"V3L 1L6"
"V1090685";"Residential Attached";"Sold";"213 4799 BRENTWOOD DRIVE";"Burnaby North";"Brentwood Park";"Apartment/Condo";"375000.00";"2008";"4";"2";"2014-10-24";"V5C 0C4"
"V1090690";"Residential Attached";"Sold";"108 3690 BANFF COURT";"North Vancouver";"Northlands";"Apartment/Condo";"515000.00";"1992";"9";"2";"2014-10-26";"V7H 2Y7"
"V1090691";"Residential Detached";"Sold";"3559 W 23RD AVENUE";"Vancouver West";"Dunbar";"House/Single Family";"2080000.00";"1994";"5";"5";"2014-10-25";"V6S 1K4"
"V1090694";"Residential Attached";"Sold";"608 1003 BURNABY STREET";"Vancouver West";"West End VW";"Apartment/Condo";"450000.00";"1999";"2";"2";"2014-10-22";"V6E 4R7"
"V1090697";"Residential Attached";"Sold";"4530 ELMGROVE DRIVE";"Burnaby South";"Greentree Village";"Townhouse";"460000.00";"1974";"10";"3";"2014-10-27";"V5G 3Y8"
"V1090700";"Residential Detached";"Sold";"4529 MCKEE STREET";"Burnaby South";"South Slope";"House/Single Family";"1101000.00";"1956";"7";"3";"2014-10-27";"V5J 2S9"
"V1090742";"Residential Detached";"Sold";"3872 GLEN DRIVE";"Vancouver East";"Knight";"House/Single Family";"1100000.00";"1925";"7";"4";"2014-10-27";"V5V 4T1"
"V1090745";"Residential Attached";"Sold";"205 1238 SEYMOUR STREET";"Vancouver West";"Downtown VW";"Apartment/Condo";"537000.00";"1996";"3";"1";"2014-10-23";"V6B 3N9"
"V1090760";"Residential Attached";"Sold";"1205 1245 QUAYSIDE DRIVE";"New Westminster";"Quay";"Apartment/Condo";"418000.00";"1990";"3";"2";"2014-10-23";"V3M 6J6"
"V1090790";"Residential Attached";"Sold";"407 5899 WILSON AVENUE";"Burnaby South";"Central Park BS";"Apartment/Condo";"395000.00";"1996";"4";"2";"2014-10-24";"V5H 4R9"
"V1090805";"Residential Attached";"Sold";"310 288 E 8TH AVENUE";"Vancouver East";"Mount Pleasant VE";"Apartment/Condo";"340100.00";"1997";"5";"1";"2014-10-25";"V5T 4S8"
"V1090807";"Residential Attached";"Sold";"402 2288 W 40TH AVENUE";"Vancouver West";"Kerrisdale";"Apartment/Condo";"628000.00";"1991";"6";"2";"2014-10-26";"V6M 1W6"
"V1090819";"Residential Attached";"Sold";"3362 WILLIAM AVENUE";"North Vancouver";"Lynn Valley";"Townhouse";"658000.00";"1978";"5";"3";"2014-10-25";"V7K 2Z6"
"V1090823";"Residential Detached";"Sold";"7479 MAIN STREET";"Vancouver East";"South Vancouver";"House/Single Family";"856000.00";"9999";"10";"5";"2014-10-26";"V5X 3J7"
"V1090830";"Residential Detached";"Sold";"639 E KEITH ROAD";"North Vancouver";"Queensbury";"House/Single Family";"1240000.00";"1927";"7";"5";"2014-10-24";"V7L 1W4"
"V1090837";"Residential Attached";"Sold";"103 3142 ST JOHNS STREET";"Port Moody";"Port Moody Centre";"Apartment/Condo";"312000.00";"2003";"3";"2";"2014-10-23";"V3H 5E5"
"V1090839";"Residential Detached";"Sold";"1063 SEVENTH AVENUE";"New Westminster";"Moody Park";"House/Single Family";"783000.00";"1953";"7";"5";"2014-10-27";"V3M 2J6"
"V1090841";"Residential Attached";"Sold";"320 5470 ORMIDALE STREET";"Vancouver East";"Collingwood VE";"Apartment/Condo";"403900.00";"2017";"0";"2";"2014-10-20";"V5R 2P9"
"V1090859";"Residential Attached";"Sold";"903 833 SEYMOUR STREET";"Vancouver West";"Downtown VW";"Apartment/Condo";"628000.00";"2011";"3";"2";"2014-10-23";"V6B 5G1"
"V1090875";"Residential Attached";"Sold";"12 7691 BRIDGE STREET";"Richmond";"McLennan North";"Townhouse";"585000.00";"2014";"4";"3";"2014-10-24";"V6Y 2S6"
"V1090903";"Residential Attached";"Sold";"1154 NATURES GATE CRESCENT";"Squamish";"Downtown SQ";"Townhouse";"414900.00";"2014";"3";"3";"2014-10-20";"V8B 0A9"
"V1090915";"Residential Attached";"Sold";"109 2211 W 5TH AVENUE";"Vancouver West";"Kitsilano";"Apartment/Condo";"339000.00";"1967";"8";"1";"2014-10-27";"V6K 1S4"
"V1090920";"Residential Detached";"Sold";"12267 214TH STREET";"Maple Ridge";"West Central";"House/Single Family";"688000.00";"1968";"6";"4";"2014-10-26";"V2X 5E4"
"V1090924";"Residential Attached";"Sold";"402 37841 CLEVELAND AVENUE";"Squamish";"Downtown SQ";"Apartment/Condo";"183000.00";"2011";"3";"1";"2014-10-24";"V8B 0A9"
"V1090943";"Residential Detached";"Sold";"2541 E 4TH AVENUE";"Vancouver East";"Renfrew VE";"House/Single Family";"1351000.00";"1913";"6";"5";"2014-10-27";"V5M 1K2"
"V1090945";"Residential Attached";"Sold";"702 438 SEYMOUR STREET";"Vancouver West";"Downtown VW";"Apartment/Condo";"279000.00";"1996";"4";"1";"2014-10-24";"V6B 6H4"
"V1090947";"Residential Detached";"Sold";"4653 WOODBURN ROAD";"West Vancouver";"Cypress Park Estates";"House/Single Family";"1840000.00";"1999";"6";"4";"2014-10-23";"V7S 2W7"
"V1090954";"Residential Detached";"Sold";"2651 MCGILL STREET";"Vancouver East";"Hastings East";"House/Single Family";"668000.00";"9999";"8";"2";"2014-10-25";"V5K 1H2"
"V1090955";"Residential Attached";"Sold";"810 7380 ELMBRIDGE WAY";"Richmond";"Brighouse";"Apartment/Condo";"406000.00";"1996";"6";"3";"2014-10-27";"V6X 4A1"
"V1090969";"Residential Attached";"Sold";"TH7 125 COLUMBIA STREET";"New Westminster";"Downtown NW";"Townhouse";"425900.00";"2014";"5";"3";"2014-10-26";"V3L 3V7"
"V1090976";"Residential Detached";"Sold";"5171 MCKEE STREET";"Burnaby South";"South Slope";"House/Single Family";"1498000.00";"2014";"7";"5";"2014-10-27";"V5J 2T5"
"V1090978";"Residential Detached";"Sold";"1218 HALIFAX AVENUE";"Port Coquitlam";"Oxford Heights";"House/Single Family";"639000.00";"1991";"3";"5";"2014-10-23";"V3B 7J5"
"V1090988";"Residential Attached";"Sold";"207 4135 SARDIS STREET";"Burnaby South";"Central Park BS";"Townhouse";"649900.00";"2015";"1";"3";"2014-10-20";"V5H 1K3"
"V1090998";"Residential Attached";"Sold";"205 8420 JELLICOE STREET";"Vancouver East";"Fraserview VE";"Apartment/Condo";"345800.00";"1995";"2";"2";"2014-10-23";"V5S 4T1"
"V1091000";"Residential Attached";"Sold";"3 221 E 3RD STREET";"North Vancouver";"Lower Lonsdale";"Apartment/Condo";"539900.00";"2014";"2";"2";"2014-10-22";"V7L 0C1"
"V1091001";"Residential Attached";"Sold";"1505 8460 GRANVILLE AVENUE";"Richmond";"Brighouse South";"Apartment/Condo";"430000.00";"2003";"7";"2";"2014-10-27";"V6Y 1P6"
"V1091006";"Residential Attached";"Sold";"301 133 E ESPLANADE AVENUE";"North Vancouver";"Lower Lonsdale";"Apartment/Condo";"1525000.00";"2010";"5";"3";"2014-10-26";"V7L 1A1"
"V1091008";"Residential Attached";"Sold";"89 7501 CUMBERLAND STREET";"Burnaby East";"The Crest";"Townhouse";"560000.00";"1993";"7";"4";"2014-10-27";"V3N 4Y6"
"V1091015";"Residential Attached";"Sold";"76 2422 HAWTHORNE AVENUE";"Port Coquitlam";"Central Pt Coquitlam";"Townhouse";"298000.00";"1996";"6";"2";"2014-10-27";"V3C 6K7"
"V1091025";"Residential Detached";"Sold";"4204 PELLY ROAD";"North Vancouver";"Canyon Heights NV";"House/Single Family";"1469000.00";"1955";"1";"3";"2014-10-22";"V7R 4A9"
"V1091029";"Residential Detached";"Sold";"4585 W 2ND AVENUE";"Vancouver West";"Point Grey";"House/Single Family";"4001000.00";"9999";"7";"3";"2014-10-27";"V6R 1K7"
"V1091042";"Residential Attached";"Sold";"322 5352 GRIMMER STREET";"Burnaby South";"Metrotown";"Apartment/Condo";"256900.00";"2014";"1";"1";"2014-10-20";"V5H 2H2"
"V1091050";"Residential Detached";"Sold";"2438 GRAVELEY STREET";"Vancouver East";"Renfrew VE";"House/Single Family";"861000.00";"1921";"6";"4";"2014-10-27";"V5K 3J3"
"V1091070";"Residential Attached";"Sold";"15 5111 MAPLE ROAD";"Richmond";"Lackner";"Townhouse";"590999.00";"1987";"6";"3";"2014-10-27";"V7E 5Z8"
"V1091077";"Residential Attached";"Sold";"3866 WELWYN STREET";"Vancouver East";"Victoria VE";"Townhouse";"740000.00";"2006";"4";"3";"2014-10-26";"V5N 3Y9"
"V1091078";"Residential Attached";"Sold";"14 181 RAVINE DRIVE";"Port Moody";"Heritage Mountain";"Townhouse";"712000.00";"1989";"7";"5";"2014-10-27";"V3H 4T3"
"V1091080";"Residential Detached";"Sold";"4453 W 13TH AVENUE";"Vancouver West";"Point Grey";"House/Single Family";"1950000.00";"9999";"2";"5";"2014-10-23";"V6R 2V2"
"V1091081";"Residential Attached";"Sold";"21 7691 BRIDGE STREET";"Richmond";"McLennan North";"Townhouse";"575000.00";"2014";"0";"3";"2014-10-21";"V6Y 2S6"
"V1091086";"Residential Detached";"Sold";"2581 TRIUMPH STREET";"Vancouver East";"Hastings East";"House/Single Family";"858000.00";"9999";"6";"6";"2014-10-27";"V5K 1S7"
"V1091090";"Residential Attached";"Sold";"212 1728 ALBERNI STREET";"Vancouver West";"West End VW";"Apartment/Condo";"595000.00";"1988";"4";"2";"2014-10-26";"V6G 1B2"
"V1091094";"Residential Detached";"Sold";"930 STARDALE AVENUE";"Coquitlam";"Coquitlam West";"House/Single Family";"800000.00";"1960";"6";"3";"2014-10-27";"V3J 4W2"
"V1091116";"Residential Detached";"Sold";"3705 SOUTHWOOD STREET";"Burnaby South";"Suncrest";"House/Single Family";"925000.00";"1951";"0";"4";"2014-10-19";"V5J 2E1"
"V1091121";"Land Only";"Sold";"2268 SICAMOUS AVENUE";"Coquitlam";"Coquitlam East";"";"635000.00";"0";"6";"0";"2014-10-27";"V3K 6P5"
"V1091145";"Residential Attached";"Sold";"22 9691 ALBERTA ROAD";"Richmond";"McLennan North";"Townhouse";"618800.00";"2014";"2";"3";"2014-10-22";"V0V 0V0"
"V1091153";"Residential Detached";"Sold";"834 FOURTH STREET";"New Westminster";"GlenBrooke North";"House/Single Family";"834000.00";"1935";"5";"4";"2014-10-27";"V3L 2W6"
"V1091156";"Residential Attached";"Sold";"3135 SUNNYHURST ROAD";"North Vancouver";"Lynn Valley";"Townhouse";"752500.00";"2003";"5";"4";"2014-10-26";"V7K 2G4"
"V1091158";"Residential Detached";"Sold";"1198 ELLIS DRIVE";"Port Coquitlam";"Birchland Manor";"House/Single Family";"582500.00";"1970";"4";"4";"2014-10-26";"V3B 1G8"
"V1091166";"Residential Detached";"Sold";"5244 SUSSEX AVENUE";"Burnaby South";"Forest Glen BS";"Other";"1450000.00";"1970";"5";"12";"2014-10-27";"V5H 3B1"
"V1091170";"Residential Detached";"Sold";"5681 16TH AVENUE";"Tsawwassen";"Beach Grove";"House/Single Family";"529800.00";"1979";"5";"3";"2014-10-27";"V4L 1G6"
"V1091174";"Residential Attached";"Sold";"2109 3660 VANNESS AVENUE";"Vancouver East";"Collingwood VE";"Apartment/Condo";"316000.00";"2007";"4";"1";"2014-10-26";"V5R 6H8"
"V1091179";"Residential Attached";"Sold";"24 7370 STRIDE AVENUE";"Burnaby East";"Edmonds BE";"Townhouse";"368000.00";"2006";"5";"2";"2014-10-26";"V3N 5E6"
"V1091192";"Residential Attached";"Sold";"703 58 KEEFER PLACE";"Vancouver West";"Downtown VW";"Apartment/Condo";"358600.00";"2007";"6";"1";"2014-10-26";"V6B 0B8"
"V1091194";"Residential Attached";"Sold";"411 3602 ALDERCREST DRIVE";"North Vancouver";"Roche Point";"Apartment/Condo";"364900.00";"2016";"1";"2";"2014-10-20";"V7G 0A2"
"V1091206";"Residential Detached";"Sold";"1170 LAWSON AVENUE";"West Vancouver";"Ambleside";"House/Single Family";"1700000.00";"1974";"1";"4";"2014-10-22";"V7T 2E5"
"V1091221";"Residential Detached";"Sold";"20880 HUNTER PLACE";"Maple Ridge";"Southwest Maple Ridge";"House/Single Family";"475000.00";"1981";"1";"4";"2014-10-24";"V2X 8M9"
"V1091229";"Residential Attached";"Sold";"2006 2955 ATLANTIC AVENUE";"Coquitlam";"North Coquitlam";"Apartment/Condo";"395000.00";"2013";"4";"2";"2014-10-27";"V3B 0H9"
"V1091232";"Residential Attached";"Sold";"1906 33 SMITHE STREET";"Vancouver West";"Yaletown";"Apartment/Condo";"496000.00";"2008";"3";"1";"2014-10-26";"V6B 0B5"
"V1091235";"Residential Detached";"Sold";"3204 W 13TH AVENUE";"Vancouver West";"Kitsilano";"House/Single Family";"1627000.00";"9999";"5";"7";"2014-10-27";"V6K 2V5"
"V1091237";"Residential Detached";"Sold";"3957 W 20TH AVENUE";"Vancouver West";"Dunbar";"House/Single Family";"1671000.00";"9999";"0";"6";"2014-10-21";"V6S 1G3"
"V1091240";"Residential Detached";"Sold";"950 E 37TH AVENUE";"Vancouver East";"Fraser VE";"House/Single Family";"1128000.00";"1997";"5";"6";"2014-10-27";"V5W 1G2"
"V1091256";"Residential Attached";"Sold";"408 518 W 14TH AVENUE";"Vancouver West";"Fairview VW";"Apartment/Condo";"621000.00";"1993";"3";"2";"2014-10-25";"V5Z 4N5"
"V1091266";"Residential Attached";"Sold";"79 2422 HAWTHORNE AVENUE";"Port Coquitlam";"Central Pt Coquitlam";"Townhouse";"305000.00";"1997";"2";"2";"2014-10-25";"V3C 6K7"
"V1091296";"Residential Detached";"Sold";"12192 234TH STREET";"Maple Ridge";"East Central";"House/Single Family";"496000.00";"1987";"3";"5";"2014-10-26";"V2X 9K9"
"V1091298";"Residential Detached";"Sold";"724 POIRIER STREET";"Coquitlam";"Central Coquitlam";"House/Single Family";"719800.00";"1958";"6";"4";"2014-10-26";"V3J 6B7"
"V1091302";"Residential Detached";"Sold";"3057 SIENNA COURT";"Coquitlam";"Westwood Plateau";"House/Single Family";"818000.00";"1999";"2";"4";"2014-10-25";"V3E 3N7"
